env_ID,country,EDH35_total,Label_of_control_treatment,Label_of_N_addition_treatment,N_rate,region_N_label,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,env_group,Nc,q05,q95,keep
2016_06_11_34.43_113.57,China,23.50972,N0,N180,180,RN,9.25161,0.17149,3,11.9086,0.1287,3,0.252463238,28.71921752,14.76105556,PFR,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,China,23.50972,N0,N180,180,RN,8.98314,0.17159,3,12.412,0.1715,3,0.323314259,38.16994948,19.04922222,PFR,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,China,23.50972,N0,N180,180,RN,8.71477,0.08579,3,12.3581,0.1287,3,0.349292431,41.80638158,20.24072222,PFR,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,China,23.50972,N0,N180,180,RN,7.88446,0.08579,3,9.12582,0.04289,3,0.146214025,15.74438833,6.896444444,PFR,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,China,23.50972,N0,N180,180,RN,10.6935,0.0858,3,12.5349,0.1287,3,0.158880674,17.21980642,10.23,PFR,-1.10067302299495,0.096776351,1.1064629539,True
2018_05_05_44.66_123.59,China,9.59513,N0,N210,210,RN,8.029,,3,9.45,,3,0.162954754,17.6983435,6.766666667,GFR,28.899326977005,0.07061749765,1.28912060785,True
2018_05_05_44.66_123.59,China,9.59513,N0,N210,210,RN,8.029,,3,10.708,,3,0.287931138,33.36654627,12.75714286,GFR,28.899326977005,0.07061749765,1.28912060785,True
2018_05_05_44.66_123.59,China,9.59513,N0,N210,210,RN,8.029,,3,11.315,,3,0.343069292,40.92664093,15.64761905,GFR,28.899326977005,0.07061749765,1.28912060785,True
2018_05_05_44.66_123.59,China,9.59513,N0,N210,210,RN,8.029,,3,11.824,,3,0.387071377,47.26616017,18.07142857,GFR,28.899326977005,0.07061749765,1.28912060785,True
2018_05_05_44.66_123.59,China,9.59513,N0,N210,210,RN,8.029,,3,11.255,,3,0.337752487,40.17934986,15.36190476,GFR,28.899326977005,0.07061749765,1.28912060785,True
2019_05_08_44.66_123.59,China,5.62271,N0,N210,210,RN,7.072,,3,10.173,,3,0.363593826,43.8489819,14.76666667,PFR,28.899326977005,0.096776351,1.1064629539,True
2019_05_08_44.66_123.59,China,5.62271,N0,N210,210,RN,7.072,,3,11.379,,3,0.475626226,60.90214932,20.50952381,PFR,28.899326977005,0.096776351,1.1064629539,True
2019_05_08_44.66_123.59,China,5.62271,N0,N210,210,RN,7.072,,3,11.937,,3,0.523499495,68.79242081,23.16666667,PFR,28.899326977005,0.096776351,1.1064629539,True
2019_05_08_44.66_123.59,China,5.62271,N0,N210,210,RN,7.072,,3,12.403,,3,0.561795053,75.38178733,25.38571429,PFR,28.899326977005,0.096776351,1.1064629539,True
2019_05_08_44.66_123.59,China,5.62271,N0,N210,210,RN,7.072,,3,11.72,,3,0.505153459,65.7239819,22.13333333,PFR,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,China,1.22471,N0,N210,210,RN,5.349,,3,9.654,,3,0.59046271,80.48233315,20.5,PFR,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,China,1.22471,N0,N210,210,RN,5.349,,3,11.218,,3,0.740610004,109.7214433,27.94761905,PFR,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,China,1.22471,N0,N210,210,RN,5.349,,3,11.825,,3,0.793306307,121.0693588,30.83809524,PFR,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,China,1.22471,N0,N210,210,RN,5.349,,3,12.221,,3,0.826246156,128.4726117,32.72380952,PFR,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,China,1.22471,N0,N210,210,RN,5.349,,3,11.671,,3,0.780197505,118.1903159,30.1047619,PFR,28.899326977005,0.096776351,1.1064629539,True
2000_04_27_40.65__105,USA,0,N0,N202,202,RN,5.171852903,,3,8.524310968,,3,0.499691176,64.82121839,16.59632705,Normal,20.899326977005,0.1249129257,1.25624785795,True
2002_04_24_40.65__105,USA,0.74542,N0,N202,202,RN,4.902583226,,3,10.03908387,,3,0.716723607,104.7713095,25.42822101,PFR,20.899326977005,0.096776351,1.1064629539,True
2003_04_28_40.65__105,USA,6.57061,N0,N224,224,RN,4.263018065,,3,9.549445161,,3,0.806505679,124.0066783,23.60012096,PFR,42.899326977005,0.096776351,1.1064629539,True
2004_04_27_40.65__105,USA,0,N0,N224,224,RN,3.774932903,,3,10.22261935,,3,0.99622024,170.8026768,28.7843145,Normal,42.899326977005,0.1249129257,1.25624785795,True
2000_04_27_40.65__105,USA,0,N0,N202,202,RN,4.778190968,,3,9.587019355,,3,0.696348017,100.6411929,23.80608112,Normal,20.899326977005,0.1249129257,1.25624785795,True
2002_04_24_40.65__105,USA,0.74542,N0,N202,202,RN,5.694974194,,3,11.17624516,,3,0.674206492,96.24751192,27.13500478,PFR,20.899326977005,0.096776351,1.1064629539,True
2003_04_28_40.65__105,USA,6.57061,N0,N224,224,RN,6.224670968,,3,10.5943871,,3,0.531803758,70.19995361,19.5076613,PFR,42.899326977005,0.096776351,1.1064629539,True
2004_04_27_40.65__105,USA,0,N0,N224,224,RN,5.674606452,,3,11.08348387,,3,0.669454847,95.31722532,24.14677419,Normal,42.899326977005,0.1249129257,1.25624785795,True
2016_04_13_40.02__92.19,USA,7.00856,N0,N202,202,RN,8.31,,5,13.3,,5,0.470304426,60.04813478,24.7029703,PFR,20.899326977005,0.096776351,1.1064629539,True
2016_04_13_40.02__92.19,USA,7.00856,N0,N202,202,RN,8.31,,5,12.9,,5,0.439767703,55.23465704,22.72277228,PFR,20.899326977005,0.096776351,1.1064629539,True
2016_04_13_40.02__92.19,USA,7.00856,N0,N202,202,RN,8.31,,5,12.41,,5,0.40104299,49.33814681,20.2970297,PFR,20.899326977005,0.096776351,1.1064629539,True
2016_04_13_40.02__92.19,USA,7.00856,N0,N202,202,RN,8.31,,5,11.29,,5,0.306457769,35.86040915,14.75247525,PFR,20.899326977005,0.096776351,1.1064629539,True
2017_04_21_40.02__92.19,USA,9.9826,N0,N202,202,RN,9.61,,5,15.21,,5,0.459148883,58.27263267,27.72277228,GFR,20.899326977005,0.07061749765,1.28912060785,True
2017_04_21_40.02__92.19,USA,9.9826,N0,N202,202,RN,9.61,,5,15.52,,5,0.479325292,61.49843913,29.25742574,GFR,20.899326977005,0.07061749765,1.28912060785,True
2017_04_21_40.02__92.19,USA,9.9826,N0,N202,202,RN,9.61,,5,14.31,,5,0.398154371,48.90738814,23.26732673,GFR,20.899326977005,0.07061749765,1.28912060785,True
2017_04_21_40.02__92.19,USA,9.9826,N0,N202,202,RN,9.61,,5,14.83,,5,0.433847933,54.31841831,25.84158416,GFR,20.899326977005,0.07061749765,1.28912060785,True
2014_06_15_36.17_117.07,China,0,N0,N210,210,RN,8.83,,3,10.932,,3,0.213539253,23.80520951,10.00952381,Normal,28.899326977005,0.1249129257,1.25624785795,True
2014_06_15_36.17_117.07,China,0,N0,N210,210,RN,10.485,,3,13.607,,3,0.260638702,29.77587029,14.86666667,Normal,28.899326977005,0.1249129257,1.25624785795,True
2015_06_15_36.17_117.07,China,3.70445,N0,N210,210,RN,8.967,,3,10.541,,3,0.161721243,17.55325081,7.495238095,PFR,28.899326977005,0.096776351,1.1064629539,True
2015_06_15_36.17_117.07,China,3.70445,N0,N210,210,RN,9.87,,3,12.976,,3,0.273601644,31.46909828,14.79047619,PFR,28.899326977005,0.096776351,1.1064629539,True
2010_05_08_43.34_124.01,China,4.41367,N0,N168,168,RN,7,,3,10,,3,0.356674944,42.85714286,17.85714286,PFR,-13.100673022995,0.096776351,1.1064629539,True
2010_05_08_43.25_124.49,China,4.60559,N0,N168,168,RN,9.6,,3,10.7,,3,0.108480643,11.45833333,6.547619048,PFR,-13.100673022995,0.096776351,1.1064629539,True
2010_05_08_43.36_124.08,China,4.41367,N0,N168,168,RN,4.3,,3,10.4,,3,0.883190783,141.8604651,36.30952381,PFR,-13.100673022995,0.096776351,1.1064629539,True
2011_05_05_43.34_124.01,China,0,N0,N168,168,RN,4.1,,3,8.1,,3,0.680877088,97.56097561,23.80952381,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2011_05_05_43.25_124.49,China,0,N0,N168,168,RN,6.5,,3,11.6,,3,0.579202921,78.46153846,30.35714286,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2011_05_05_43.36_124.08,China,0,N0,N168,168,RN,5.4,,3,8.1,,3,0.405465108,50,16.07142857,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2007_04_15_38.62_102.67,China,23.47024,N0,N150,150,RN,8.8,,3,13,,3,0.390197636,47.72727273,28,GFR,-31.100673022995,0.07061749765,1.28912060785,True
2007_04_15_38.62_102.67,China,23.47024,N0,N225,225,RN,8.8,,3,12.9,,3,0.38247559,46.59090909,18.22222222,GFR,43.899326977005,0.07061749765,1.28912060785,True
2008_05_06_37.99__86.44,USA,0.7852,N0,N179,179,RN,4.77,,3,5.35,,3,0.114750256,12.15932914,3.240223464,PFR,-2.10067302299495,0.096776351,1.1064629539,True
2008_05_06_37.99__86.44,USA,0.7852,N0,N179,179,RN,4.77,,3,6.91,,3,0.370623333,44.86373166,11.95530726,PFR,-2.10067302299495,0.096776351,1.1064629539,True
2008_05_06_37.99__86.44,USA,0.7852,N0,N179,179,RN,4.77,,3,5.76,,3,0.18859117,20.75471698,5.530726257,PFR,-2.10067302299495,0.096776351,1.1064629539,True
2008_05_06_37.99__86.44,USA,0.7852,N0,N179,179,RN,4.77,,3,6.37,,3,0.289253165,33.54297694,8.938547486,PFR,-2.10067302299495,0.096776351,1.1064629539,True
2014_05_24_43.85__93.73,USA,0,N0,N179,179,RN,9.2,,4,11.9,,4,0.257334916,29.34782609,15.08379888,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2014_05_24_43.85__93.73,USA,0,N0,N224,224,RN,9.2,,4,11.8,,4,0.248896047,28.26086957,11.60714286,Normal,42.899326977005,0.1249129257,1.25624785795,True
2014_05_24_43.85__93.73,USA,0,N0,N179,179,RN,8.6,,4,12.3,,4,0.357837059,43.02325581,20.67039106,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2014_05_24_43.85__93.73,USA,0,N0,N224,224,RN,8.6,,4,11.4,,4,0.281851152,32.55813953,12.5,Normal,42.899326977005,0.1249129257,1.25624785795,True
2015_05_04_43.85__93.73,USA,0,N0,N179,179,RN,9.7,,4,13.4,,4,0.323128821,38.1443299,20.67039106,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2015_05_04_43.85__93.73,USA,0,N0,N224,224,RN,9.7,,4,13,,4,0.292823472,34.02061856,14.73214286,Normal,42.899326977005,0.1249129257,1.25624785795,True
2015_05_04_43.85__93.73,USA,0,N0,N179,179,RN,9.7,,4,13.5,,4,0.3305638,39.17525773,21.22905028,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2015_05_04_43.85__93.73,USA,0,N0,N179,179,RN,7,,4,12.6,,4,0.587786665,80,31.2849162,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2015_05_04_43.85__93.73,USA,0,N0,N224,224,RN,7,,4,13.3,,4,0.641853886,90,28.125,Normal,42.899326977005,0.1249129257,1.25624785795,True
2015_05_04_43.85__93.73,USA,0,N0,N179,179,RN,7,,4,13.1,,4,0.626702081,87.14285714,34.07821229,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2016_05_16_43.85__93.73,USA,0,N0,N179,179,RN,9.7,,4,13.5,,4,0.3305638,39.17525773,21.22905028,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2016_05_16_43.85__93.73,USA,0,N0,N224,224,RN,9.7,,4,13.9,,4,0.359762955,43.29896907,18.75,Normal,42.899326977005,0.1249129257,1.25624785795,True
2016_05_16_43.85__93.73,USA,0,N0,N179,179,RN,9.7,,4,13.2,,4,0.308090944,36.08247423,19.55307263,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2016_05_16_43.85__93.73,USA,0,N0,N179,179,RN,9.9,,4,13.9,,4,0.339354083,40.4040404,22.34636872,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2016_05_16_43.85__93.73,USA,0,N0,N224,224,RN,9.9,,4,14.2,,4,0.360707207,43.43434343,19.19642857,Normal,42.899326977005,0.1249129257,1.25624785795,True
2016_05_16_43.85__93.73,USA,0,N0,N179,179,RN,9.9,,4,14.2,,4,0.360707207,43.43434343,24.02234637,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2017_05_12_43.85__93.73,USA,0,N0,N179,179,RN,8.8,,4,13.7,,4,0.442644111,55.68181818,27.37430168,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2017_05_12_43.85__93.73,USA,0,N0,N224,224,RN,8.8,,4,13.5,,4,0.427937964,53.40909091,20.98214286,Normal,42.899326977005,0.1249129257,1.25624785795,True
2017_05_12_43.85__93.73,USA,0,N0,N179,179,RN,8.8,,4,13.7,,4,0.442644111,55.68181818,27.37430168,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2017_05_12_43.85__93.73,USA,0,N0,N224,224,RN,8.8,,4,14.1,,4,0.471423076,60.22727273,23.66071429,Normal,42.899326977005,0.1249129257,1.25624785795,True
2017_05_12_43.85__93.73,USA,0,N0,N179,179,RN,6.4,,4,12,,4,0.628608659,87.5,31.2849162,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2017_05_12_43.85__93.73,USA,0,N0,N224,224,RN,6.4,,4,13.4,,4,0.738956717,109.375,31.25,Normal,42.899326977005,0.1249129257,1.25624785795,True
2017_05_12_43.85__93.73,USA,0,N0,N179,179,RN,6.4,,4,12.5,,4,0.669430654,95.3125,34.07821229,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2017_05_12_43.85__93.73,USA,0,N0,N224,224,RN,6.4,,4,13.9,,4,0.77559085,117.1875,33.48214286,Normal,42.899326977005,0.1249129257,1.25624785795,True
2018_05_17_43.85__93.73,USA,1.08602,N0,N179,179,RN,7.4,,4,14.3,,4,0.658779537,93.24324324,38.54748603,PFR,-2.10067302299495,0.096776351,1.1064629539,True
2018_05_17_43.85__93.73,USA,1.08602,N0,N224,224,RN,7.4,,4,14.9,,4,0.699881213,101.3513514,33.48214286,PFR,42.899326977005,0.096776351,1.1064629539,True
2018_05_17_43.85__93.73,USA,1.08602,N0,N179,179,RN,7.4,,4,14.2,,4,0.651761964,91.89189189,37.98882682,PFR,-2.10067302299495,0.096776351,1.1064629539,True
2018_05_17_43.85__93.73,USA,1.08602,N0,N224,224,RN,7.4,,4,14.3,,4,0.658779537,93.24324324,30.80357143,PFR,42.899326977005,0.096776351,1.1064629539,True
2018_05_17_43.85__93.73,USA,1.08602,N0,N179,179,RN,6.3,,4,12,,4,0.644357016,90.47619048,31.84357542,PFR,-2.10067302299495,0.096776351,1.1064629539,True
2018_05_17_43.85__93.73,USA,1.08602,N0,N224,224,RN,6.3,,4,12.8,,4,0.708895538,103.1746032,29.01785714,PFR,42.899326977005,0.096776351,1.1064629539,True
2018_05_17_43.85__93.73,USA,1.08602,N0,N179,179,RN,6.3,,4,13,,4,0.724399724,106.3492063,37.4301676,PFR,-2.10067302299495,0.096776351,1.1064629539,True
2018_05_17_43.85__93.73,USA,1.08602,N0,N224,224,RN,6.3,,4,13.2,,4,0.739667196,109.5238095,30.80357143,PFR,42.899326977005,0.096776351,1.1064629539,True
2019_05_16_43.85__93.73,USA,0,N0,N179,179,RN,6.1,,4,10.3,,4,0.523855124,68.85245902,23.46368715,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2019_05_16_43.85__93.73,USA,0,N0,N224,224,RN,6.1,,4,10.7,,4,0.56195497,75.40983607,20.53571429,Normal,42.899326977005,0.1249129257,1.25624785795,True
2019_05_16_43.85__93.73,USA,0,N0,N179,179,RN,6.1,,4,12.4,,4,0.709407701,103.2786885,35.19553073,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2019_05_16_43.85__93.73,USA,0,N0,N224,224,RN,6.1,,4,12.8,,4,0.7411564,109.8360656,29.91071429,Normal,42.899326977005,0.1249129257,1.25624785795,True
2019_05_16_43.85__93.73,USA,0,N0,N179,179,RN,5.3,,4,9.1,,4,0.540567593,71.69811321,21.22905028,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2019_05_16_43.85__93.73,USA,0,N0,N224,224,RN,5.3,,4,12.3,,4,0.841892442,132.0754717,31.25,Normal,42.899326977005,0.1249129257,1.25624785795,True
2019_05_16_43.85__93.73,USA,0,N0,N179,179,RN,5.3,,4,12.4,,4,0.849989652,133.9622642,39.66480447,Normal,-2.10067302299495,0.1249129257,1.25624785795,True
2019_05_16_43.85__93.73,USA,0,N0,N224,224,RN,5.3,,4,11.3,,4,0.757095905,113.2075472,26.78571429,Normal,42.899326977005,0.1249129257,1.25624785795,True
2019_06_12_34.33_108.07,China,0,N0,N150,150,RN,4.134,,3,10.676,,3,0.94875277,158.2486696,43.61333333,Normal,-31.100673022995,0.1249129257,1.25624785795,True
2019_06_12_34.33_108.07,China,0,N0,N225,225,RN,4.134,,3,10.31,,3,0.913868837,149.3952588,27.44888889,Normal,43.899326977005,0.1249129257,1.25624785795,True
2019_06_12_34.33_108.07,China,0,N0,N150,150,RN,5.6,,3,11.3,,3,0.702036128,101.7857143,38,Normal,-31.100673022995,0.1249129257,1.25624785795,True
2019_06_12_34.33_108.07,China,0,N0,N225,225,RN,5.6,,3,9.5,,3,0.528525201,69.64285714,17.33333333,Normal,43.899326977005,0.1249129257,1.25624785795,True
2011_05_03_40.02__92.18,USA,32.36876,N0,N168,168,RN,2.426666667,,5,5.973333333,,5,0.900786545,146.1538461,21.11111111,GFR,-13.100673022995,0.07061749765,1.28912060785,True
2011_05_03_40.02__92.18,USA,32.36876,N0,N168,168,RN,2.24,,5,7.466666667,,5,1.203972804,233.3333333,31.11111111,GFR,-13.100673022995,0.07061749765,1.28912060785,True
2012_03_19_40.02__92.18,USA,207.04266,N0,N168,168,RN,2.333333333,,5,3.92,,5,0.518793794,68.00000002,9.444444446,GFR,-13.100673022995,0.07061749765,1.28912060785,True
2012_03_19_40.02__92.18,USA,207.04266,N0,N168,168,RN,2.146666667,,5,3.733333333,,5,0.553385238,73.91304344,9.44444444,GFR,-13.100673022995,0.07061749765,1.28912060785,True
2013_04_26_40.02__92.18,USA,25.50733,N0,N168,168,RN,5.226666667,,5,8.026666667,,5,0.428995605,53.57142857,16.66666667,GFR,-13.100673022995,0.07061749765,1.28912060785,True
2013_04_26_40.02__92.18,USA,25.50733,N0,N168,168,RN,5.226666667,,5,8.12,,5,0.440556428,55.35714285,17.22222222,GFR,-13.100673022995,0.07061749765,1.28912060785,True
2015_04_18_40.02__92.18,USA,0,N0,N168,168,RN,4.2,,5,10.08,,5,0.875468737,140,35,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2015_04_18_40.02__92.18,USA,0,N0,N168,168,RN,3.92,,5,9.52,,5,0.887303195,142.8571429,33.33333333,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2017_06_15_35.97_116.97,China,0,N0,N191.25,191.25,RN,9.26,,3,10.64,,3,0.138916435,14.90280778,7.215686275,Normal,10.149326977005,0.1249129257,1.25624785795,True
2017_06_15_35.97_116.97,China,0,N0,N191.25,191.25,RN,9.26,,3,11.13,,3,0.183940117,20.19438445,9.777777778,Normal,10.149326977005,0.1249129257,1.25624785795,True
2017_06_15_35.97_116.97,China,0,N0,N191.25,191.25,RN,9.26,,3,11.83,,3,0.244934629,27.7537797,13.4379085,Normal,10.149326977005,0.1249129257,1.25624785795,True
2017_06_15_35.97_116.97,China,0,N0,N225,225,RN,9.26,,3,11.55,,3,0.220981388,24.7300216,10.17777778,Normal,43.899326977005,0.1249129257,1.25624785795,True
2017_06_15_35.97_116.97,China,0,N0,N225,225,RN,9.26,,3,11.89,,3,0.249993662,28.40172786,11.68888889,Normal,43.899326977005,0.1249129257,1.25624785795,True
2017_06_15_35.97_116.97,China,0,N0,N225,225,RN,9.26,,3,12.6,,3,0.307992765,36.06911447,14.84444444,Normal,43.899326977005,0.1249129257,1.25624785795,True
2017_06_15_35.97_116.97,China,0,N0,N225,225,RN,9.26,,3,11.76,,3,0.238999894,26.99784017,11.11111111,Normal,43.899326977005,0.1249129257,1.25624785795,True
2018_06_15_35.97_116.97,China,15.5956,N0,N191.25,191.25,RN,8.19,,3,10.14,,3,0.2135741,23.80952381,10.19607843,PFR,10.149326977005,0.096776351,1.1064629539,True
2018_06_15_35.97_116.97,China,15.5956,N0,N191.25,191.25,RN,8.19,,3,10.46,,3,0.244644561,27.71672772,11.86928105,PFR,10.149326977005,0.096776351,1.1064629539,True
2018_06_15_35.97_116.97,China,15.5956,N0,N191.25,191.25,RN,8.19,,3,11.22,,3,0.314784002,36.996337,15.84313725,PFR,10.149326977005,0.096776351,1.1064629539,True
2018_06_15_35.97_116.97,China,15.5956,N0,N191.25,191.25,RN,8.19,,3,10.54,,3,0.252263645,28.69352869,12.2875817,PFR,10.149326977005,0.096776351,1.1064629539,True
2018_06_15_35.97_116.97,China,15.5956,N0,N225,225,RN,8.19,,3,10.66,,3,0.263584521,30.15873016,10.97777778,PFR,43.899326977005,0.096776351,1.1064629539,True
2018_06_15_35.97_116.97,China,15.5956,N0,N225,225,RN,8.19,,3,11.03,,3,0.297704935,34.67643468,12.62222222,PFR,43.899326977005,0.096776351,1.1064629539,True
2018_06_15_35.97_116.97,China,15.5956,N0,N225,225,RN,8.19,,3,11.82,,3,0.366879114,44.32234432,16.13333333,PFR,43.899326977005,0.096776351,1.1064629539,True
2018_06_15_35.97_116.97,China,15.5956,N0,N225,225,RN,8.19,,3,11.04,,3,0.298611143,34.7985348,12.66666667,PFR,43.899326977005,0.096776351,1.1064629539,True
2008_04_25_36.03_104.42,China,0,N0,N140,140,RN,4.276,,3,6.81,,3,0.465374127,59.26099158,18.1,Normal,-41.100673022995,0.1249129257,1.25624785795,True
2009_04_25_36.03_104.42,China,0,N0,N140,140,RN,3.256,,3,6.345,,3,0.667167653,94.87100737,22.06428571,Normal,-41.100673022995,0.1249129257,1.25624785795,True
2010_04_25_36.03_104.42,China,0.66258,N0,N140,140,RN,4.267,,3,5.579,,3,0.268098545,30.74759784,9.371428571,GFR,-41.100673022995,0.07061749765,1.28912060785,True
2010_06_15_34.29_108.07,China,0,N0,N230,230,RN,5.166,,3,8.044,,3,0.442827777,55.71041425,12.51304348,Normal,48.899326977005,0.1249129257,1.25624785795,True
2011_06_15_34.29_108.07,China,0,N0,N230,230,RN,4.743,,3,7.787,,3,0.49578583,64.1787898,13.23478261,Normal,48.899326977005,0.1249129257,1.25624785795,True
1999_05_19_42.01__93.79,USA,2.66548,N0,N201,201,RN,4.47552,,4,13.2168,0.2796,4,1.082866202,195.3131703,43.48895522,GFR,19.899326977005,0.07061749765,1.28912060785,True
2000_05_05_42.01__93.79,USA,0,N0,N201,201,RN,4.86014,,4,10.2098,0.3496,4,0.742280799,110.0721378,26.61522388,Normal,19.899326977005,0.1249129257,1.25624785795,True
2001_05_09_42.01__93.79,USA,0,N0,N201,201,RN,2.65734,,4,7.55245,0.55944,4,1.044546391,184.2109026,24.35378109,Normal,19.899326977005,0.1249129257,1.25624785795,True
2002_05_03_42.01__93.79,USA,0,N0,N201,201,RN,4.58042,,4,10.6993,0.979,4,0.848387622,133.5877496,30.44218905,Normal,19.899326977005,0.1249129257,1.25624785795,True
2003_04_29_42.01__93.79,USA,0.78416,N0,N201,201,RN,4.26573,,4,9.09091,0.83916,4,0.7566616859999999,113.1149885,24.00587065,GFR,19.899326977005,0.07061749765,1.28912060785,True
2004_04_27_42.01__93.79,USA,0,N0,N201,201,RN,5.34965,,4,14.3357,0.2796,4,0.985721791,167.9745404,44.70671642,Normal,19.899326977005,0.1249129257,1.25624785795,True
2005_05_10_42.01__93.79,USA,0,N0,N201,201,RN,2.9021,,4,8.88112,0.97902,4,1.118493062,206.0239137,29.74636816,Normal,19.899326977005,0.1249129257,1.25624785795,True
2006_05_09_42.01__93.79,USA,1.30809,N0,N201,201,RN,3.25175,,4,11.2937,0.9092,4,1.245051735,247.3114477,40.00970149,GFR,19.899326977005,0.07061749765,1.28912060785,True
2007_05_13_42.01__93.79,USA,0,N0,N201,201,RN,5.06993,,4,11.8531,0.5596,4,0.849262426,133.7921825,33.74711443,Normal,19.899326977005,0.1249129257,1.25624785795,True
2008_05_14_42.01__93.79,USA,0,N0,N201,201,RN,6.08392,,4,12.7972,1.5384,4,0.743577172,110.3446462,33.39940299,Normal,19.899326977005,0.1249129257,1.25624785795,True
2010_04_29_42.01__93.79,USA,0,N0,N201,201,RN,3.70629,,4,12.028,0.5594,4,1.177205889,224.5293811,41.40154229,Normal,19.899326977005,0.1249129257,1.25624785795,True
2011_05_11_42.01__93.79,USA,7.06896,N0,N201,201,RN,5.87413,,4,13.4615,0.07,4,0.829275795,129.1658509,37.74810945,GFR,19.899326977005,0.07061749765,1.28912060785,True
2012_05_10_42.01__93.79,USA,58.82743,N0,N201,201,RN,3.84615,,4,11.6434,0.4894,4,1.107666848,202.7287027,38.79228856,GFR,19.899326977005,0.07061749765,1.28912060785,True
2013_05_24_42.01__93.79,USA,3.47107,N0,N201,201,RN,3.95105,,4,8.81119,1.25874,4,0.802041138,123.0088204,24.179801,GFR,19.899326977005,0.07061749765,1.28912060785,True
2014_05_07_42.01__93.79,USA,0,N0,N201,201,RN,3.70629,,4,11.7133,0.7692,4,1.150693572,216.0384104,39.83587065,Normal,19.899326977005,0.1249129257,1.25624785795,True
2001_05_09_42.01__93.79,USA,0,N0,N201,201,RN,7.83217,,4,10.979,0.4896,4,0.337744746,40.17826477,15.65587065,Normal,19.899326977005,0.1249129257,1.25624785795,True
2002_05_03_42.01__93.79,USA,0,N0,N201,201,RN,8.56643,,4,12.7972,0.979,4,0.401375321,49.38778464,21.04860697,Normal,19.899326977005,0.1249129257,1.25624785795,True
2003_04_29_42.01__93.79,USA,0.78416,N0,N201,201,RN,8.4965,,4,11.7832,0.7692,4,0.327020474,38.68298711,16.35174129,GFR,19.899326977005,0.07061749765,1.28912060785,True
2004_04_27_42.01__93.79,USA,0,N0,N201,201,RN,8.63636,,4,15.2448,0.979,4,0.568257264,76.51881117,32.87781095,Normal,19.899326977005,0.1249129257,1.25624785795,True
2005_05_10_42.01__93.79,USA,0,N0,N201,201,RN,8.35664,,4,12.3776,0.6294,4,0.392831955,48.11694652,20.00477612,Normal,19.899326977005,0.1249129257,1.25624785795,True
2006_05_09_42.01__93.79,USA,1.30809,N0,N201,201,RN,8.74126,,4,13.1119,0.979,4,0.405465871,50.0001144,21.74447761,GFR,19.899326977005,0.07061749765,1.28912060785,True
2007_05_13_42.01__93.79,USA,0,N0,N201,201,RN,7.30769,,4,12.8322,0.4196,4,0.563030419,75.59858177,27.48512438,Normal,19.899326977005,0.1249129257,1.25624785795,True
2008_05_14_42.01__93.79,USA,0,N0,N201,201,RN,6.5035,,4,14.7203,0.2098,4,0.816887,126.3442762,40.87960199,Normal,19.899326977005,0.1249129257,1.25624785795,True
2009_05_05_42.01__93.79,USA,0,N0,N201,201,RN,6.18881,,4,13.5315,0.3496,4,0.782277478,118.6446183,36.53079602,Normal,19.899326977005,0.1249129257,1.25624785795,True
2010_04_29_42.01__93.79,USA,0,N0,N201,201,RN,6.29371,,4,13.042,0.5594,4,0.728624197,107.2227669,33.57358209,Normal,19.899326977005,0.1249129257,1.25624785795,True
2011_05_11_42.01__93.79,USA,7.06896,N0,N201,201,RN,8.88112,,4,14.5455,0.4194,4,0.493353992,63.78001874,28.18099502,GFR,19.899326977005,0.07061749765,1.28912060785,True
