env_ID,reference_ID,continent,country,region,site_year_ID,EDH35_total,Label_of_control_treatment,Label_of_N_addition_treatment,N_rate,region_N_label,N_rate_cluster,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,Nc,q05,q95,keep
2003_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,197,0,N0,N170,170,RN,100_200,5.34752,,3,8.11348,,3,0.416893974,51.72416372,16.27035294,-11.100673022995,0.1249129257,1.25624785795,True
2003_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,197,0,N0,N250,250,RN,200_300,5.34752,,3,8.57447,,3,0.472156282,60.34479534,12.9078,68.899326977005,0.1249129257,1.25624785795,True
2003_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,197,0,N0,N170,170,RN,100_200,5.84397,,3,8.32624,,3,0.354001613,42.47574851,14.60158824,-11.100673022995,0.1249129257,1.25624785795,True
2003_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,197,0,N0,N250,250,RN,200_300,5.84397,,3,8.64539,,3,0.39161587,47.93693328,11.20568,68.899326977005,0.1249129257,1.25624785795,True
2003_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,197,0,N0,N170,170,RN,100_200,6.51773,,3,8.46809,,3,0.261778826,29.92391523,11.47270588,-11.100673022995,0.1249129257,1.25624785795,True
2003_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,197,0,N0,N250,250,RN,200_300,6.51773,,3,8.71631,,3,0.290669827,33.73229637,8.79432,68.899326977005,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N170,170,RN,100_200,5.2249,,3,11.7209,,3,0.807937914,124.3277383,38.21176471,-11.100673022995,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N250,250,RN,200_300,5.2249,,3,11.6235,,3,0.799593252,122.4635878,25.5944,68.899326977005,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N170,170,RN,100_200,7.49108,,3,11.9368,,3,0.465913086,59.34684985,26.15129412,-11.100673022995,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N250,250,RN,200_300,7.49108,,3,12.4867,,3,0.510951098,66.68758043,19.98248,68.899326977005,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N170,170,RN,100_200,8.78605,,3,11.2534,,3,0.247505069,28.08258546,14.51382353,-11.100673022995,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N250,250,RN,200_300,8.78605,,3,11.6593,,3,0.282938908,32.70240893,11.493,68.899326977005,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N170,170,RN,100_200,6.62688,,3,11.1084,,3,0.516567474,67.62639432,26.36188235,-11.100673022995,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N250,250,RN,200_300,6.62688,,3,11.8743,,3,0.583242296,79.18386933,20.98968,68.899326977005,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N170,170,RN,100_200,6.98651,,3,11.1805,,3,0.470190043,60.02982891,24.67052941,-11.100673022995,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N250,250,RN,200_300,6.98651,,3,11.8744,,3,0.530403675,69.96182643,19.55156,68.899326977005,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N170,170,RN,100_200,8.46141,,3,12.5474,,3,0.393997646,48.28970585,24.03523529,-11.100673022995,0.1249129257,1.25624785795,True
2004_05_06_42.94__92.57,68,North America,USA,North America_Rainfed,198,0,N0,N250,250,RN,200_300,8.46141,,3,13.2413,,3,0.447824907,56.49046672,19.11956,68.899326977005,0.1249129257,1.25624785795,True
2012_06_16_35.19_113.8,69,Asia,China,North China Plain,199,87.87152,N0,N225,225,RN,200_300,5.419354839,,3,6.864516129,,3,0.236388778,26.66666666,6.422939067,43.899326977005,0.096776351,1.1064629539,True
2012_06_16_35.19_113.8,69,Asia,China,North China Plain,199,87.87152,N0,N225,225,RN,200_300,5.419354839,,3,7.767741935,,3,0.360002734,43.33333332,10.43727598,43.899326977005,0.096776351,1.1064629539,True
2013_06_12_35.19_113.8,69,Asia,China,North China Plain,200,213.09551,N0,N225,225,RN,200_300,4.516129032,,3,6.503225806,,3,0.364643114,44,8.831541218,43.899326977005,0.07061749765,1.28912060785,True
2013_06_12_35.19_113.8,69,Asia,China,North China Plain,200,213.09551,N0,N225,225,RN,200_300,4.516129032,,3,7.406451613,,3,0.494696242,64.00000001,12.84587814,43.899326977005,0.07061749765,1.28912060785,True
2007_05_20_33.86_73.74,70,Asia,Pakistan,South Asia,201,124.77359,N0,N60,60,RN,0_100,2.221032258,,3,3.239870968,,3,0.377561435,45.87230583,16.98064517,-121.100673022995,0.096776351,1.1064629539,True
2007_05_20_33.86_73.74,70,Asia,Pakistan,South Asia,201,124.77359,N0,N90,90,RN,0_100,2.221032258,,3,4.054580645,,3,0.601875197,82.55388369,20.37275986,-91.100673022995,0.096776351,1.1064629539,True
2007_05_20_33.86_73.74,70,Asia,Pakistan,South Asia,201,124.77359,N0,N120,120,RN,100_200,2.221032258,,3,4.697677419,,3,0.749096152,111.5087434,20.63870968,-61.100673022995,0.096776351,1.1064629539,True
2007_05_20_33.86_73.74,70,Asia,Pakistan,South Asia,201,124.77359,N0,N150,150,RN,100_200,2.221032258,,3,5.046322581,,3,0.820687707,127.2061814,18.83526882,-31.100673022995,0.096776351,1.1064629539,True
2007_05_20_33.86_73.74,70,Asia,Pakistan,South Asia,201,124.77359,N0,N60,60,RN,0_100,2.221032258,,3,2.912903226,,3,0.271178187,31.15087435,11.5311828,-121.100673022995,0.096776351,1.1064629539,True
2007_05_20_33.86_73.74,70,Asia,Pakistan,South Asia,201,124.77359,N0,N90,90,RN,0_100,2.221032258,,3,3.727612903,,3,0.517795988,67.83245221,16.73978494,-91.100673022995,0.096776351,1.1064629539,True
2007_05_20_33.86_73.74,70,Asia,Pakistan,South Asia,201,124.77359,N0,N120,120,RN,100_200,2.221032258,,3,4.450193548,,3,0.69497552,100.3660024,18.57634408,-61.100673022995,0.096776351,1.1064629539,True
2007_05_20_33.86_73.74,70,Asia,Pakistan,South Asia,201,124.77359,N0,N150,150,RN,100_200,2.221032258,,3,4.905419355,,3,0.792368516,120.8621391,17.89591398,-31.100673022995,0.096776351,1.1064629539,True
2008_05_24_33.86_73.74,70,Asia,Pakistan,South Asia,202,0,N0,N60,60,RN,0_100,2.293290323,,3,2.964387097,,3,0.25668269,29.26348955,11.18494623,-121.100673022995,0.1249129257,1.25624785795,True
2008_05_24_33.86_73.74,70,Asia,Pakistan,South Asia,202,0,N0,N90,90,RN,0_100,2.293290323,,3,3.773677419,,3,0.49806236,64.55297357,16.44874551,-91.100673022995,0.1249129257,1.25624785795,True
2008_05_24_33.86_73.74,70,Asia,Pakistan,South Asia,202,0,N0,N120,120,RN,100_200,2.293290323,,3,4.164774194,,3,0.59667445,81.60693185,15.59569893,-61.100673022995,0.1249129257,1.25624785795,True
2008_05_24_33.86_73.74,70,Asia,Pakistan,South Asia,202,0,N0,N150,150,RN,100_200,2.293290323,,3,4.88916129,,3,0.757033165,113.1941709,17.30580645,-31.100673022995,0.1249129257,1.25624785795,True
2008_05_24_33.86_73.74,70,Asia,Pakistan,South Asia,202,0,N0,N60,60,RN,0_100,2.293290323,,3,3.443096774,,3,0.406383683,50.13784951,19.16344085,-121.100673022995,0.1249129257,1.25624785795,True
2008_05_24_33.86_73.74,70,Asia,Pakistan,South Asia,202,0,N0,N90,90,RN,0_100,2.293290323,,3,3.803483871,,3,0.505929846,65.85269788,16.77992831,-91.100673022995,0.1249129257,1.25624785795,True
2008_05_24_33.86_73.74,70,Asia,Pakistan,South Asia,202,0,N0,N120,120,RN,100_200,2.293290323,,3,4.596516129,,3,0.695311045,100.4332414,19.19354838,-61.100673022995,0.1249129257,1.25624785795,True
2008_05_24_33.86_73.74,70,Asia,Pakistan,South Asia,202,0,N0,N150,150,RN,100_200,2.293290323,,3,5.320903226,,3,0.84165546,132.0204805,20.18408602,-31.100673022995,0.1249129257,1.25624785795,True
2019_06_15_36.65_117.02,71,Asia,China,North China Plain,203,56.54832,N0,N210,210,RN,200_300,13.6961,0.207499687,3,15.3017,0.083138439,3,0.110852813,11.72304525,7.645714286,28.899326977005,0.096776351,1.1064629539,True
2019_06_15_36.65_117.02,71,Asia,China,North China Plain,203,56.54832,N0,N210,210,RN,200_300,13.6961,0.207499687,3,15.7331,0.166103672,3,0.138655653,14.87284701,9.7,28.899326977005,0.096776351,1.1064629539,True
2019_06_15_36.65_117.02,71,Asia,China,North China Plain,203,56.54832,N0,N168,168,RN,100_200,13.6961,0.207499687,3,15.3017,0.290638126,3,0.110852813,11.72304525,9.557142857,-13.100673022995,0.096776351,1.1064629539,True
2019_06_15_36.65_117.02,71,Asia,China,North China Plain,203,56.54832,N0,N210,210,RN,200_300,13.6961,0.207499687,3,16.0447,0.414999373,3,0.158267456,17.14794723,11.18380952,28.899326977005,0.096776351,1.1064629539,True
2019_06_15_36.65_117.02,71,Asia,China,North China Plain,203,56.54832,N0,N210,210,RN,200_300,13.0251,0.165930467,3,14.415,0.705637499,3,0.101391066,10.67093535,6.618571429,28.899326977005,0.096776351,1.1064629539,True
2019_06_15_36.65_117.02,71,Asia,China,North China Plain,203,56.54832,N0,N168,168,RN,100_200,13.0251,0.165930467,3,14.5588,0.373603359,3,0.111317357,11.77495758,9.129166667,-13.100673022995,0.096776351,1.1064629539,True
2019_06_15_36.65_117.02,71,Asia,China,North China Plain,203,56.54832,N0,N210,210,RN,200_300,13.0251,0.165930467,3,15.4935,0.207499687,3,0.173542316,18.9511021,11.75428571,28.899326977005,0.096776351,1.1064629539,True
2020_06_15_36.65_117.02,71,Asia,China,North China Plain,204,0.08907,N0,N210,210,RN,200_300,12.402,0.082965234,3,13.768,0.082965234,3,0.104489309,11.01435252,6.504761905,28.899326977005,0.07061749765,1.28912060785,True
2020_06_15_36.65_117.02,71,Asia,China,North China Plain,204,0.08907,N0,N210,210,RN,200_300,12.402,0.082965234,3,13.8399,0.249068906,3,0.109697975,11.59409773,6.847142857,28.899326977005,0.07061749765,1.28912060785,True
2020_06_15_36.65_117.02,71,Asia,China,North China Plain,204,0.08907,N0,N168,168,RN,100_200,12.402,0.082965234,3,13.8159,0.082965234,3,0.107962353,11.40058055,8.416071429,-13.100673022995,0.07061749765,1.28912060785,True
2020_06_15_36.65_117.02,71,Asia,China,North China Plain,204,0.08907,N0,N210,210,RN,200_300,12.402,0.082965234,3,14.9183,0.124534453,3,0.184730897,20.28946944,11.98238095,28.899326977005,0.07061749765,1.28912060785,True
2020_06_15_36.65_117.02,71,Asia,China,North China Plain,204,0.08907,N0,N210,210,RN,200_300,11.8268,0.166103672,3,13.4564,0.166103672,3,0.129086687,13.7788751,7.76,28.899326977005,0.07061749765,1.28912060785,True
2020_06_15_36.65_117.02,71,Asia,China,North China Plain,204,0.08907,N0,N210,210,RN,200_300,11.8268,0.166103672,3,13.768,0.082965234,3,0.151978916,16.41356918,9.243809524,28.899326977005,0.07061749765,1.28912060785,True
2020_06_15_36.65_117.02,71,Asia,China,North China Plain,204,0.08907,N0,N168,168,RN,100_200,11.8268,0.166103672,3,13.5523,0.082965234,3,0.136188132,14.58974532,10.27083333,-13.100673022995,0.07061749765,1.28912060785,True
2020_06_15_36.65_117.02,71,Asia,China,North China Plain,204,0.08907,N0,N210,210,RN,200_300,11.8268,0.166103672,3,14.1514,0.082965234,3,0.179445416,19.65535902,11.06952381,28.899326977005,0.07061749765,1.28912060785,True
2011_04_05_41.72_0.43,72,Europe,Spain,Europe,205,71.0478,N0,N300,300,RN,300_400,13.9,,3,18.6,,3,0.291272741,33.81294964,15.66666667,118.899326977005,0.07061749765,1.28912060785,True
2010_04_05_41.72_0.43,72,Europe,Spain,Europe,207,118.27618,N0,N300,300,RN,300_400,14,,3,18.7,,3,0.289466194,33.57142857,15.66666667,118.899326977005,0.096776351,1.1064629539,True
2011_04_05_41.72_0.43,72,Europe,Spain,Europe,208,71.0478,N0,N300,300,RN,300_400,11,,3,20,,3,0.597837001,81.81818182,30,118.899326977005,0.07061749765,1.28912060785,True
2011_04_05_41.72_0.43,72,Europe,Spain,Europe,208,71.0478,N0,N300,300,RN,300_400,13.1,,3,19.9,,3,0.418107502,51.90839695,22.66666667,118.899326977005,0.07061749765,1.28912060785,True
2012_04_05_41.72_0.43,72,Europe,Spain,Europe,209,237.384,N0,N300,300,RN,300_400,16.1,,3,20.8,,3,0.256133715,29.19254658,15.66666667,118.899326977005,0.07061749765,1.28912060785,True
2012_04_05_41.72_0.43,72,Europe,Spain,Europe,209,237.384,N0,N300,300,RN,300_400,17.6,,3,21.3,,3,0.190808171,21.02272727,12.33333333,118.899326977005,0.07061749765,1.28912060785,True
1997_07_05_13.15_1.12,73,Africa,Niger,West Africa,210,395.74583,N0,N45,45,RN,0_100,0.33,,4,0.58,,4,0.563935449,75.75757576,5.555555556,-136.100673022995,0.07061749765,1.28912060785,True
1997_07_05_13.92_5.25,73,Africa,Niger,West Africa,211,558.43597,N0,N45,45,RN,0_100,0.639,,4,0.977,,4,0.424582198,52.89514867,7.511111111,-136.100673022995,0.07061749765,1.28912060785,True
1998_07_05_13.15_1.12,73,Africa,Niger,West Africa,212,135.27185,N0,N45,45,RN,0_100,0.462,,4,1.408,,4,1.114360646,204.7619048,21.02222222,-136.100673022995,0.07061749765,1.28912060785,True
1998_07_05_13.92_5.25,73,Africa,Niger,West Africa,213,245.60371,N0,N45,45,RN,0_100,0.892,,4,1.312,,4,0.385841837,47.08520179,9.333333333,-136.100673022995,0.07061749765,1.28912060785,True
1998_07_05_10.63_3.75,73,Africa,Niger,West Africa,214,0,N0,N45,45,RN,0_100,0.83,,4,1.265,,4,0.4214017,52.40963855,9.666666667,-136.100673022995,0.1249129257,1.25624785795,True
2014_06_15_36.15_117.15,74,Asia,China,North China Plain,215,0,N0,N225,225,RN,200_300,6.985,,3,12.164,,3,0.554715777,74.14459556,23.01777778,43.899326977005,0.1249129257,1.25624785795,True
2014_06_15_36.15_117.15,74,Asia,China,North China Plain,215,0,N0,N225,225,RN,200_300,6.985,,3,11.153,,3,0.467943527,59.67072298,18.52444444,43.899326977005,0.1249129257,1.25624785795,True
2015_06_15_36.15_117.15,74,Asia,China,North China Plain,216,0.87045,N0,N225,225,RN,200_300,7.321,,3,14.988,,3,0.71650295,104.7261303,34.07555556,43.899326977005,0.096776351,1.1064629539,True
2015_06_15_36.15_117.15,74,Asia,China,North China Plain,216,0.87045,N0,N225,225,RN,200_300,7.321,,3,12.385,,3,0.525739132,69.1708783,22.50666667,43.899326977005,0.096776351,1.1064629539,True
2015_06_11_34.43_113.57,77,Asia,China,North China Plain,246,11.36255,N0,N180,180,RN,100_200,11.0374,0.1712,3,12.9626,0.5133,3,0.160778782,17.44251364,10.69555556,-1.10067302299495,0.096776351,1.1064629539,True
2015_06_11_34.43_113.57,77,Asia,China,North China Plain,246,11.36255,N0,N180,180,RN,100_200,8.8984,0.2139,3,12.7059,0.5561,3,0.356194967,42.78859121,21.15277778,-1.10067302299495,0.096776351,1.1064629539,True
2015_06_11_34.43_113.57,77,Asia,China,North China Plain,246,11.36255,N0,N180,180,RN,100_200,8.51337,0.55615,3,9.58289,0.38502,3,0.118341348,12.56282765,5.941777778,-1.10067302299495,0.096776351,1.1064629539,True
2015_06_11_34.43_113.57,77,Asia,China,North China Plain,246,11.36255,N0,N180,180,RN,100_200,9.1123,0.42781,3,10.9947,0.2566,3,0.187788189,20.65779221,10.45777778,-1.10067302299495,0.096776351,1.1064629539,True
2015_06_11_34.43_113.57,77,Asia,China,North China Plain,246,11.36255,N0,N180,180,RN,100_200,10.3529,0.3423,3,11.7647,0.3423,3,0.127836849,13.63675878,7.843333333,-1.10067302299495,0.096776351,1.1064629539,True
2015_06_11_34.43_113.57,77,Asia,China,North China Plain,246,11.36255,N0,N180,180,RN,100_200,9.79679,0.25671,3,11.3369,0.0856,3,0.146008111,15.72055745,8.556166667,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,77,Asia,China,North China Plain,247,23.50972,N0,N180,180,RN,100_200,8.01874,0.08589,3,9.68887,0.17167,3,0.189196502,20.82783579,9.2785,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,77,Asia,China,North China Plain,247,23.50972,N0,N180,180,RN,100_200,9.25161,0.17149,3,11.9086,0.1287,3,0.252463238,28.71921752,14.76105556,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,77,Asia,China,North China Plain,247,23.50972,N0,N180,180,RN,100_200,8.98314,0.17159,3,12.412,0.1715,3,0.323314259,38.16994948,19.04922222,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,77,Asia,China,North China Plain,247,23.50972,N0,N180,180,RN,100_200,8.71477,0.08579,3,12.3581,0.1287,3,0.349292431,41.80638158,20.24072222,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,77,Asia,China,North China Plain,247,23.50972,N0,N180,180,RN,100_200,7.88446,0.08579,3,9.12582,0.04289,3,0.146214025,15.74438833,6.896444444,-1.10067302299495,0.096776351,1.1064629539,True
2016_06_11_34.43_113.57,77,Asia,China,North China Plain,247,23.50972,N0,N180,180,RN,100_200,10.6935,0.0858,3,12.5349,0.1287,3,0.158880674,17.21980642,10.23,-1.10067302299495,0.096776351,1.1064629539,True
2018_05_05_44.66_123.59,80,Asia,China,Northeast China,250,9.59513,N0,N210,210,RN,200_300,8.029,,3,9.45,,3,0.162954754,17.6983435,6.766666667,28.899326977005,0.07061749765,1.28912060785,True
2018_05_05_44.66_123.59,80,Asia,China,Northeast China,250,9.59513,N0,N210,210,RN,200_300,8.029,,3,10.708,,3,0.287931138,33.36654627,12.75714286,28.899326977005,0.07061749765,1.28912060785,True
2018_05_05_44.66_123.59,80,Asia,China,Northeast China,250,9.59513,N0,N210,210,RN,200_300,8.029,,3,11.315,,3,0.343069292,40.92664093,15.64761905,28.899326977005,0.07061749765,1.28912060785,True
2018_05_05_44.66_123.59,80,Asia,China,Northeast China,250,9.59513,N0,N210,210,RN,200_300,8.029,,3,11.824,,3,0.387071377,47.26616017,18.07142857,28.899326977005,0.07061749765,1.28912060785,True
2018_05_05_44.66_123.59,80,Asia,China,Northeast China,250,9.59513,N0,N210,210,RN,200_300,8.029,,3,11.255,,3,0.337752487,40.17934986,15.36190476,28.899326977005,0.07061749765,1.28912060785,True
2019_05_08_44.66_123.59,80,Asia,China,Northeast China,251,5.62271,N0,N210,210,RN,200_300,7.072,,3,10.173,,3,0.363593826,43.8489819,14.76666667,28.899326977005,0.096776351,1.1064629539,True
2019_05_08_44.66_123.59,80,Asia,China,Northeast China,251,5.62271,N0,N210,210,RN,200_300,7.072,,3,11.379,,3,0.475626226,60.90214932,20.50952381,28.899326977005,0.096776351,1.1064629539,True
2019_05_08_44.66_123.59,80,Asia,China,Northeast China,251,5.62271,N0,N210,210,RN,200_300,7.072,,3,11.937,,3,0.523499495,68.79242081,23.16666667,28.899326977005,0.096776351,1.1064629539,True
2019_05_08_44.66_123.59,80,Asia,China,Northeast China,251,5.62271,N0,N210,210,RN,200_300,7.072,,3,12.403,,3,0.561795053,75.38178733,25.38571429,28.899326977005,0.096776351,1.1064629539,True
2019_05_08_44.66_123.59,80,Asia,China,Northeast China,251,5.62271,N0,N210,210,RN,200_300,7.072,,3,11.72,,3,0.505153459,65.7239819,22.13333333,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,80,Asia,China,Northeast China,252,1.22471,N0,N210,210,RN,200_300,5.349,,3,9.654,,3,0.59046271,80.48233315,20.5,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,80,Asia,China,Northeast China,252,1.22471,N0,N210,210,RN,200_300,5.349,,3,11.218,,3,0.740610004,109.7214433,27.94761905,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,80,Asia,China,Northeast China,252,1.22471,N0,N210,210,RN,200_300,5.349,,3,11.825,,3,0.793306307,121.0693588,30.83809524,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,80,Asia,China,Northeast China,252,1.22471,N0,N210,210,RN,200_300,5.349,,3,12.221,,3,0.826246156,128.4726117,32.72380952,28.899326977005,0.096776351,1.1064629539,True
2020_05_06_44.66_123.59,80,Asia,China,Northeast China,252,1.22471,N0,N210,210,RN,200_300,5.349,,3,11.671,,3,0.780197505,118.1903159,30.1047619,28.899326977005,0.096776351,1.1064629539,True
2007_05_14_45.3__75.72,81,North America,Canada,North America_Rainfed,253,0,N0,N180,180,RN,100_200,4.335483871,1.42203871,4,9.574193548,1.752077419,4,0.792238083,120.8333333,29.10394265,-1.10067302299495,0.1249129257,1.25624785795,True
2008_05_14_45.3__75.72,81,North America,Canada,North America_Rainfed,254,0,N0,N180,180,RN,100_200,6.593548387,0.659354839,4,10.47741935,0.628645161,4,0.46313075,58.90410952,21.57706091,-1.10067302299495,0.1249129257,1.25624785795,True
2000_04_27_40.65__105,82,North America,USA,North America_Irrigated,255,0,N0,N202,202,RN,200_300,5.171852903,,3,8.524310968,,3,0.499691176,64.82121839,16.59632705,20.899326977005,0.1249129257,1.25624785795,True
2002_04_24_40.65__105,82,North America,USA,North America_Irrigated,257,0.74542,N0,N202,202,RN,200_300,4.902583226,,3,10.03908387,,3,0.716723607,104.7713095,25.42822101,20.899326977005,0.096776351,1.1064629539,True
2003_04_28_40.65__105,82,North America,USA,North America_Irrigated,258,6.57061,N0,N224,224,RN,200_300,4.263018065,,3,9.549445161,,3,0.806505679,124.0066783,23.60012096,42.899326977005,0.096776351,1.1064629539,True
2004_04_27_40.65__105,82,North America,USA,North America_Irrigated,259,0,N0,N224,224,RN,200_300,3.774932903,,3,10.22261935,,3,0.99622024,170.8026768,28.7843145,42.899326977005,0.1249129257,1.25624785795,True
2000_04_27_40.65__105,82,North America,USA,North America_Irrigated,260,0,N0,N202,202,RN,200_300,4.778190968,,3,9.587019355,,3,0.696348017,100.6411929,23.80608112,20.899326977005,0.1249129257,1.25624785795,True
2002_04_24_40.65__105,82,North America,USA,North America_Irrigated,262,0.74542,N0,N202,202,RN,200_300,5.694974194,,3,11.17624516,,3,0.674206492,96.24751192,27.13500478,20.899326977005,0.096776351,1.1064629539,True
2003_04_28_40.65__105,82,North America,USA,North America_Irrigated,263,6.57061,N0,N224,224,RN,200_300,6.224670968,,3,10.5943871,,3,0.531803758,70.19995361,19.5076613,42.899326977005,0.096776351,1.1064629539,True
2004_04_27_40.65__105,82,North America,USA,North America_Irrigated,264,0,N0,N224,224,RN,200_300,5.674606452,,3,11.08348387,,3,0.669454847,95.31722532,24.14677419,42.899326977005,0.1249129257,1.25624785795,True
2016_04_13_40.02__92.19,83,North America,USA,North America_Rainfed,265,7.00856,N0,N202,202,RN,200_300,8.31,,5,13.3,,5,0.470304426,60.04813478,24.7029703,20.899326977005,0.096776351,1.1064629539,True
2016_04_13_40.02__92.19,83,North America,USA,North America_Rainfed,265,7.00856,N0,N202,202,RN,200_300,8.31,,5,12.9,,5,0.439767703,55.23465704,22.72277228,20.899326977005,0.096776351,1.1064629539,True
2016_04_13_40.02__92.19,83,North America,USA,North America_Rainfed,265,7.00856,N0,N202,202,RN,200_300,8.31,,5,12.41,,5,0.40104299,49.33814681,20.2970297,20.899326977005,0.096776351,1.1064629539,True
2016_04_13_40.02__92.19,83,North America,USA,North America_Rainfed,265,7.00856,N0,N202,202,RN,200_300,8.31,,5,11.29,,5,0.306457769,35.86040915,14.75247525,20.899326977005,0.096776351,1.1064629539,True
2017_04_21_40.02__92.19,83,North America,USA,North America_Rainfed,266,9.9826,N0,N202,202,RN,200_300,9.61,,5,15.21,,5,0.459148883,58.27263267,27.72277228,20.899326977005,0.07061749765,1.28912060785,True
2017_04_21_40.02__92.19,83,North America,USA,North America_Rainfed,266,9.9826,N0,N202,202,RN,200_300,9.61,,5,15.52,,5,0.479325292,61.49843913,29.25742574,20.899326977005,0.07061749765,1.28912060785,True
2017_04_21_40.02__92.19,83,North America,USA,North America_Rainfed,266,9.9826,N0,N202,202,RN,200_300,9.61,,5,14.31,,5,0.398154371,48.90738814,23.26732673,20.899326977005,0.07061749765,1.28912060785,True
2017_04_21_40.02__92.19,83,North America,USA,North America_Rainfed,266,9.9826,N0,N202,202,RN,200_300,9.61,,5,14.83,,5,0.433847933,54.31841831,25.84158416,20.899326977005,0.07061749765,1.28912060785,True
2014_06_15_36.17_117.07,84,Asia,China,North China Plain,267,0,N0,N210,210,RN,200_300,8.83,,3,10.932,,3,0.213539253,23.80520951,10.00952381,28.899326977005,0.1249129257,1.25624785795,True
2014_06_15_36.17_117.07,84,Asia,China,North China Plain,267,0,N0,N210,210,RN,200_300,10.485,,3,13.607,,3,0.260638702,29.77587029,14.86666667,28.899326977005,0.1249129257,1.25624785795,True
2015_06_15_36.17_117.07,84,Asia,China,North China Plain,268,3.70445,N0,N210,210,RN,200_300,8.967,,3,10.541,,3,0.161721243,17.55325081,7.495238095,28.899326977005,0.096776351,1.1064629539,True
2015_06_15_36.17_117.07,84,Asia,China,North China Plain,268,3.70445,N0,N210,210,RN,200_300,9.87,,3,12.976,,3,0.273601644,31.46909828,14.79047619,28.899326977005,0.096776351,1.1064629539,True
2020_05_15_31_29.78,86,Africa,Egypt,East Africa,271,20.99517,N0,N70,70,RN,0_100,2.398,,3,4.129,,3,0.54340019,72.1851543,24.72857143,-111.100673022995,0.096776351,1.1064629539,True
2020_05_15_31_29.78,86,Africa,Egypt,East Africa,271,20.99517,N0,N140,140,RN,100_200,2.398,,3,5.302,,3,0.793449051,121.1009174,20.74285714,-41.100673022995,0.096776351,1.1064629539,True
2021_05_15_31_29.78,86,Africa,Egypt,East Africa,272,7.22406,N0,N70,70,RN,0_100,2.665,,3,4.347,,3,0.489281894,63.11444653,24.02857143,-111.100673022995,0.07061749765,1.28912060785,True
2021_05_15_31_29.78,86,Africa,Egypt,East Africa,272,7.22406,N0,N140,140,RN,100_200,2.665,,3,5.892,,3,0.793391441,121.0881801,23.05,-41.100673022995,0.07061749765,1.28912060785,True
2010_05_08_43.34_124.01,87,Asia,China,Northeast China,275,4.41367,N0,N168,168,RN,100_200,7,,3,10,,3,0.356674944,42.85714286,17.85714286,-13.100673022995,0.096776351,1.1064629539,True
2010_05_08_43.25_124.49,87,Asia,China,Northeast China,276,4.60559,N0,N168,168,RN,100_200,9.6,,3,10.7,,3,0.108480643,11.45833333,6.547619048,-13.100673022995,0.096776351,1.1064629539,True
2010_05_08_43.36_124.08,87,Asia,China,Northeast China,277,4.41367,N0,N168,168,RN,100_200,4.3,,3,10.4,,3,0.883190783,141.8604651,36.30952381,-13.100673022995,0.096776351,1.1064629539,True
2011_05_05_43.34_124.01,87,Asia,China,Northeast China,278,0,N0,N168,168,RN,100_200,4.1,,3,8.1,,3,0.680877088,97.56097561,23.80952381,-13.100673022995,0.1249129257,1.25624785795,True
2011_05_05_43.25_124.49,87,Asia,China,Northeast China,279,0,N0,N168,168,RN,100_200,6.5,,3,11.6,,3,0.579202921,78.46153846,30.35714286,-13.100673022995,0.1249129257,1.25624785795,True
