"lnRR","env_group","N_rate","Nc","reference_ID","site_year_ID"
0.367724021,"Normal",200,20,"43","127"
0.362907102,"Normal",50,-130,"43","127"
0.271935477,"Normal",100,-80,"43","127"
0.405465108,"Normal",125,-55,"43","127"
0.535518236,"Normal",150,-30,"43","127"
0.419259951,"Normal",200,20,"43","127"
1.351666676,"Normal",50,-130,"43","128"
0.989200383,"Normal",50,-130,"43","128"
0.581786241,"Normal",50,-130,"43","129"
0.41812389,"Normal",100,-80,"43","129"
0.435633003,"Normal",125,-55,"43","129"
0.542210592,"Normal",150,-30,"43","129"
0.605531907,"Normal",200,20,"43","129"
0.631254888,"Normal",50,-130,"43","129"
0.677410435,"Normal",100,-80,"43","129"
0.640233069,"Normal",125,-55,"43","129"
0.465260206,"Normal",150,-30,"43","129"
0.370586107,"Normal",200,20,"43","129"
0.714350276,"GFR",200,20,"44","130"
0.611897817,"GFR",200,20,"44","130"
0.575701622,"PFR",200,20,"44","131"
0.413403234,"PFR",200,20,"44","131"
0.378070078,"GFR",200,20,"44","132"
0.39215786,"GFR",200,20,"44","132"
0.043296806,"Normal",120,-60,"45","134"
0.286485471,"Normal",180,0,"45","134"
0.29284095,"Normal",240,60,"45","134"
0.088264111,"Normal",120,-60,"45","134"
0.283428669,"Normal",180,0,"45","134"
0.222087399,"Normal",240,60,"45","134"
0.057457503,"Normal",120,-60,"45","134"
0.112029025,"Normal",180,0,"45","134"
0.148371304,"Normal",240,60,"45","134"
0.658779537,"GFR",56,-124,"46","135"
0.856425956,"GFR",112,-68,"46","135"
1.043042437,"GFR",168,-12,"46","135"
1.138352618,"GFR",224,44,"46","135"
1.101984974,"GFR",280,100,"46","135"
0.518274448,"GFR",56,-124,"46","136"
0.818859925,"GFR",112,-68,"46","136"
0.943942263,"GFR",168,-12,"46","136"
0.998200854,"GFR",224,44,"46","136"
0.986653381,"GFR",280,100,"46","136"
0.570544452,"GFR",150,-30,"47","137"
0.302282114,"GFR",150,-30,"47","138"
1.110307913,"GFR",300,120,"47","138"
1.048607099,"Normal",200,20,"47","139"
0.833263388,"Normal",300,120,"47","139"
0.140245698,"PFR",67,-113,"48","140"
0.100876996,"PFR",135,-45,"48","140"
0.179558966,"PFR",202,22,"48","140"
0.240901694,"PFR",291,111,"48","140"
0.232592816,"PFR",67,-113,"48","140"
0.392178182,"PFR",135,-45,"48","140"
0.411949957,"PFR",202,22,"48","140"
0.373226979,"PFR",291,111,"48","140"
0.331834435,"PFR",67,-113,"48","140"
0.543242189,"PFR",135,-45,"48","140"
0.590030016,"PFR",202,22,"48","140"
0.562887727,"PFR",291,111,"48","140"
0.254022513,"PFR",67,-113,"48","140"
0.428606161,"PFR",135,-45,"48","140"
0.456750464,"PFR",202,22,"48","140"
0.419976501,"PFR",291,111,"48","140"
0.209596013,"PFR",67,-113,"48","140"
0.382789612,"PFR",135,-45,"48","140"
0.483670397,"PFR",202,22,"48","140"
0.445168374,"PFR",291,111,"48","140"
0.14022938,"PFR",67,-113,"48","140"
0.203840671,"PFR",135,-45,"48","140"
0.263610524,"PFR",202,22,"48","140"
0.167549519,"PFR",291,111,"48","140"
0.178430663,"PFR",67,-113,"48","140"
0.288921548,"PFR",135,-45,"48","140"
0.407104668,"PFR",202,22,"48","140"
0.350449926,"PFR",291,111,"48","140"
0.318528242,"PFR",67,-113,"48","140"
0.532622412,"PFR",135,-45,"48","140"
0.551118269,"PFR",202,22,"48","140"
0.486584145,"PFR",291,111,"48","140"
0.132029272,"PFR",67,-113,"48","140"
0.220836468,"PFR",135,-45,"48","140"
0.239797173,"PFR",202,22,"48","140"
0.285356135,"PFR",291,111,"48","140"
0.302049964,"PFR",67,-113,"48","140"
0.455713894,"PFR",135,-45,"48","140"
0.552693342,"PFR",202,22,"48","140"
0.466683602,"PFR",291,111,"48","140"
0.083149692,"PFR",67,-113,"48","140"
0.23120298,"PFR",135,-45,"48","140"
0.189042513,"PFR",202,22,"48","140"
0.129912497,"PFR",291,111,"48","140"
0.23120298,"PFR",67,-113,"48","140"
0.310540278,"PFR",135,-45,"48","140"
0.258353755,"PFR",202,22,"48","140"
0.372160901,"PFR",291,111,"48","140"
0.256719119,"PFR",67,-113,"48","140"
0.363964979,"PFR",135,-45,"48","140"
0.437466836,"PFR",202,22,"48","140"
0.425585603,"PFR",291,111,"48","140"
0.271658829,"PFR",67,-113,"48","140"
0.297747036,"PFR",135,-45,"48","140"
0.34796637,"PFR",202,22,"48","140"
0.310540278,"PFR",291,111,"48","140"
0.289232654,"PFR",67,-113,"48","140"
0.419852967,"PFR",135,-45,"48","140"
0.407532585,"PFR",202,22,"48","140"
0.419852967,"PFR",291,111,"48","140"
0.144490202,"PFR",67,-113,"48","140"
0.113428163,"PFR",135,-45,"48","140"
0.187476518,"PFR",202,22,"48","140"
0.229022264,"PFR",291,111,"48","140"
0.21419388,"PFR",67,-113,"48","140"
0.378858852,"PFR",135,-45,"48","140"
0.342622262,"PFR",202,22,"48","140"
0.478140236,"PFR",291,111,"48","140"
0.061694677,"PFR",67,-113,"48","140"
0.33675787,"PFR",135,-45,"48","140"
0.347749744,"PFR",202,22,"48","140"
0.347171323,"PFR",291,111,"48","140"
0.254268118,"PFR",67,-113,"48","140"
0.278501315,"PFR",135,-45,"48","140"
0.325696582,"PFR",202,22,"48","140"
0.277433926,"PFR",291,111,"48","140"
0.446100536,"PFR",67,-113,"48","140"
0.61796342,"PFR",135,-45,"48","140"
0.764540554,"PFR",202,22,"48","140"
0.705243637,"PFR",291,111,"48","140"
0.259340788,"GFR",67,-113,"48","141"
0.465096887,"GFR",135,-45,"48","141"
0.483839904,"GFR",202,22,"48","141"
0.484273965,"GFR",291,111,"48","141"
0.32617488,"GFR",67,-113,"48","141"
0.398017182,"GFR",135,-45,"48","141"
0.415438229,"GFR",202,22,"48","141"
0.579599312,"GFR",291,111,"48","141"
0.264508872,"GFR",67,-113,"48","141"
0.448622941,"GFR",135,-45,"48","141"
0.529492589,"GFR",202,22,"48","141"
0.625731817,"GFR",291,111,"48","141"
0.519649728,"GFR",67,-113,"48","141"
0.837463921,"GFR",135,-45,"48","141"
0.830172559,"GFR",202,22,"48","141"
0.799636755,"GFR",291,111,"48","141"
0.225160749,"GFR",135,-45,"48","141"
0.357061187,"GFR",202,22,"48","141"
0.549095125,"GFR",291,111,"48","141"
0.264411987,"GFR",67,-113,"48","141"
0.368590295,"GFR",135,-45,"48","141"
0.43235371,"GFR",202,22,"48","141"
0.47245194,"GFR",291,111,"48","141"
0.199123544,"GFR",67,-113,"48","141"
0.456585477,"GFR",135,-45,"48","141"
0.355106136,"GFR",202,22,"48","141"
0.579136322,"GFR",291,111,"48","141"
0.143078358,"GFR",67,-113,"48","141"
0.346780785,"GFR",135,-45,"48","141"
0.494428397,"GFR",202,22,"48","141"
0.426680889,"GFR",291,111,"48","141"
0.47516013,"GFR",67,-113,"48","141"
0.668451527,"GFR",135,-45,"48","141"
0.767126746,"GFR",202,22,"48","141"
0.781182765,"GFR",291,111,"48","141"
0.102998305,"GFR",67,-113,"48","141"
0.231504216,"GFR",135,-45,"48","141"
0.345382205,"GFR",202,22,"48","141"
0.321586369,"GFR",291,111,"48","141"
0.388016933,"GFR",67,-113,"48","141"
0.437821806,"GFR",135,-45,"48","141"
0.636820256,"GFR",202,22,"48","141"
0.484679214,"GFR",291,111,"48","141"
0.41967345,"GFR",67,-113,"48","141"
0.597011005,"GFR",135,-45,"48","141"
0.557593197,"GFR",202,22,"48","141"
0.652102461,"GFR",291,111,"48","141"
0.31567778,"GFR",67,-113,"48","141"
0.52931267,"GFR",135,-45,"48","141"
0.446841716,"GFR",202,22,"48","141"
0.554499604,"GFR",291,111,"48","141"
0.668029472,"GFR",67,-113,"48","141"
0.914885777,"GFR",135,-45,"48","141"
0.97013625,"GFR",202,22,"48","141"
1.072453774,"GFR",291,111,"48","141"
0.243649621,"GFR",67,-113,"48","141"
0.370281495,"GFR",135,-45,"48","141"
0.640258177,"GFR",202,22,"48","141"
0.438495517,"GFR",291,111,"48","141"
0.392636841,"GFR",67,-113,"48","141"
0.553592097,"GFR",135,-45,"48","141"
0.498476678,"GFR",202,22,"48","141"
0.486581211,"GFR",291,111,"48","141"
0.571905901,"GFR",67,-113,"48","141"
0.750701345,"GFR",135,-45,"48","141"
0.777340082,"GFR",202,22,"48","141"
0.785744111,"GFR",291,111,"48","141"
0.303466629,"GFR",67,-113,"48","141"
0.570024925,"GFR",135,-45,"48","141"
0.500403811,"GFR",202,22,"48","141"
0.61030962,"GFR",291,111,"48","141"
0.416055234,"GFR",67,-113,"48","141"
0.815071632,"GFR",135,-45,"48","141"
0.832861323,"GFR",202,22,"48","141"
0.910221013,"GFR",291,111,"48","141"
0.513134608,"GFR",67,-113,"48","141"
0.78364549,"GFR",135,-45,"48","141"
0.742908885,"GFR",202,22,"48","141"
0.840498375,"GFR",291,111,"48","141"
0.225224718,"PFR",126,-54,"49","142"
0.335355542,"PFR",180,0,"49","142"
0.18741534,"GFR",126,-54,"49","143"
0.294621726,"GFR",180,0,"49","143"
0.240172252,"PFR",126,-54,"49","144"
0.341603489,"PFR",180,0,"49","144"
0.508649469,"Normal",30,-150,"50","147"
0.584156839,"Normal",60,-120,"50","147"
0.602175629,"Normal",90,-90,"50","147"
0.642997833,"Normal",120,-60,"50","147"
0.619875481,"Normal",150,-30,"50","147"
0.470004177,"Normal",30,-150,"50","147"
0.536494063,"Normal",60,-120,"50","147"
0.542324648,"Normal",90,-90,"50","147"
0.570979522,"Normal",120,-60,"50","147"
0.536494063,"Normal",150,-30,"50","147"
0.161844695,"GFR",30,-150,"50","148"
0.449525507,"GFR",60,-120,"50","148"
0.414434255,"GFR",90,-90,"50","148"
0.359375622,"GFR",120,-60,"50","148"
0.28090426,"GFR",150,-30,"50","148"
0.327685663,"GFR",30,-150,"50","148"
0.640777607,"GFR",60,-120,"50","148"
0.790309603,"GFR",90,-90,"50","148"
0.839982322,"GFR",120,-60,"50","148"
0.891492946,"GFR",150,-30,"50","148"
0.215480461,"PFR",56,-124,"51","149"
0.470717305,"PFR",112,-68,"51","149"
0.53644653,"PFR",168,-12,"51","149"
0.716721534,"PFR",224,44,"51","149"
0.765820531,"PFR",280,100,"51","149"
0.343918677,"PFR",56,-124,"51","149"
0.487207388,"PFR",112,-68,"51","149"
0.582634879,"PFR",168,-12,"51","149"
0.694150299,"PFR",224,44,"51","149"
0.769624069,"PFR",280,100,"51","149"
0.612994991,"PFR",112,-68,"51","150"
0.805403543,"PFR",168,-12,"51","150"
0.8957123,"PFR",224,44,"51","150"
1.013259137,"PFR",280,100,"51","150"
1.004694351,"PFR",336,156,"51","150"
0.698567993,"PFR",112,-68,"51","150"
0.916294672,"PFR",168,-12,"51","150"
1.061710724,"PFR",224,44,"51","150"
1.140306267,"PFR",280,100,"51","150"
1.105830921,"PFR",336,156,"51","150"
0.168396759,"PFR",56,-124,"51","152"
0.395223796,"PFR",112,-68,"51","152"
0.657587814,"PFR",168,-12,"51","152"
0.654186673,"PFR",224,44,"51","152"
0.677747217,"PFR",280,100,"51","152"
0.101175227,"PFR",56,-124,"51","152"
0.393563499,"PFR",112,-68,"51","152"
0.455017292,"PFR",168,-12,"51","152"
0.659172035,"PFR",224,44,"51","152"
0.700423614,"PFR",280,100,"51","152"
0.549894814,"PFR",112,-68,"51","153"
0.74524041,"PFR",168,-12,"51","153"
0.875452687,"PFR",224,44,"51","153"
0.974114491,"PFR",280,100,"51","153"
0.987462913,"PFR",336,156,"51","153"
0.675930313,"PFR",112,-68,"51","153"
0.862654796,"PFR",168,-12,"51","153"
0.979019708,"PFR",224,44,"51","153"
1.036508294,"PFR",280,100,"51","153"
1.104115641,"PFR",336,156,"51","153"
0.250416711,"GFR",45,-135,"52","154"
0.245695055,"GFR",90,-90,"52","154"
0.245695055,"GFR",135,-45,"52","154"
0.28059702,"GFR",180,0,"52","154"
0.140331191,"GFR",45,-135,"52","155"
0.310083814,"GFR",90,-90,"52","155"
0.305262238,"GFR",135,-45,"52","155"
0.258325036,"GFR",180,0,"52","155"
0.123744859,"GFR",45,-135,"52","156"
0.305231712,"GFR",90,-90,"52","156"
0.368921882,"GFR",135,-45,"52","156"
0.386398703,"GFR",180,0,"52","156"
0.45622302,"PFR",45,-135,"52","157"
0.593449569,"PFR",90,-90,"52","157"
0.833223838,"PFR",135,-45,"52","157"
0.874252707,"PFR",180,0,"52","157"
0.123232406,"Normal",120,-60,"53","158"
0.111569707,"Normal",180,0,"53","158"
0.124877359,"Normal",120,-60,"53","158"
0.186008679,"Normal",180,0,"53","158"
0.103839821,"Normal",120,-60,"53","158"
0.090046383,"Normal",180,0,"53","158"
0.123405191,"Normal",120,-60,"53","158"
0.144293068,"Normal",180,0,"53","158"
0.128223792,"Normal",120,-60,"53","159"
0.119590355,"Normal",180,0,"53","159"
0.128835691,"Normal",120,-60,"53","159"
0.194747634,"Normal",180,0,"53","159"
0.110750748,"Normal",120,-60,"53","159"
0.086259939,"Normal",180,0,"53","159"
0.122714989,"Normal",120,-60,"53","159"
0.133162601,"Normal",180,0,"53","159"
0.143758294,"PFR",120,-60,"53","160"
0.135174261,"PFR",180,0,"53","160"
0.11252553,"PFR",120,-60,"53","160"
0.17692765,"PFR",180,0,"53","160"
0.112347627,"PFR",120,-60,"53","160"
0.101388939,"PFR",180,0,"53","160"
0.119417655,"PFR",120,-60,"53","160"
0.132423847,"PFR",180,0,"53","160"
0.063573419,"PFR",75,-105,"54","161"
0.362649595,"PFR",105,-75,"54","161"
0.360596954,"PFR",133,-47,"54","161"
0.346203826,"PFR",250,70,"54","161"
0.185065012,"PFR",75,-105,"54","161"
0.380741995,"PFR",105,-75,"54","161"
0.295889962,"PFR",133,-47,"54","161"
0.364337897,"PFR",250,70,"54","161"
0.14541628,"PFR",75,-105,"54","161"
0.374257967,"PFR",105,-75,"54","161"
0.252279713,"PFR",133,-47,"54","161"
0.2776314,"PFR",250,70,"54","161"
0.205733321,"PFR",133,-47,"54","162"
0.176381472,"PFR",193,13,"54","162"
0.248206942,"PFR",250,70,"54","162"
0.3783552,"PFR",133,-47,"54","162"
0.549216242,"PFR",193,13,"54","162"
0.534418992,"PFR",250,70,"54","162"
0.517539735,"PFR",133,-47,"54","162"
0.543547071,"PFR",193,13,"54","162"
0.5970998,"PFR",250,70,"54","162"
1.011600912,"Normal",225,45,"55","163"
1.220502106,"Normal",225,45,"55","163"
1.252762968,"Normal",225,45,"55","163"
1.170071253,"Normal",225,45,"55","163"
1.228665417,"Normal",225,45,"55","163"
0.750259604,"Normal",225,45,"55","164"
0.791613122,"Normal",225,45,"55","164"
0.787855132,"Normal",225,45,"55","164"
0.784838539,"Normal",225,45,"55","164"
0.794609379,"Normal",225,45,"55","164"
0.774208218,"Normal",225,45,"55","164"
1.458082305,"Normal",225,45,"55","165"
1.474815412,"Normal",225,45,"55","165"
1.45095215,"Normal",225,45,"55","165"
1.519229202,"Normal",225,45,"55","165"
1.486105155,"Normal",225,45,"55","165"
1.50322886,"Normal",225,45,"55","165"
0.226773319,"Normal",250,70,"56","166"
0.174716957,"Normal",450,270,"56","166"
0.529694108,"PFR",250,70,"56","167"
0.557345639,"PFR",450,270,"56","167"
0.372675285,"PFR",250,70,"56","168"
0.830348302,"GFR",200,20,"57","170"
0.522189382,"GFR",200,20,"57","170"
0.578077851,"GFR",200,20,"57","170"
0.589468751,"GFR",200,20,"57","170"
0.0572424,"Normal",34,-146,"58","171"
0.091198863,"Normal",67,-113,"58","171"
0.089339385,"Normal",101,-79,"58","171"
0.098584824,"Normal",134,-46,"58","171"
0.072473679,"Normal",202,22,"58","171"
0.2174323,"PFR",34,-146,"58","172"
0.263523263,"PFR",67,-113,"58","172"
0.363460641,"PFR",101,-79,"58","172"
0.416383043,"PFR",134,-46,"58","172"
0.477095474,"PFR",202,22,"58","172"
0.201616382,"Normal",34,-146,"58","173"
0.232489074,"Normal",67,-113,"58","173"
0.291514292,"Normal",101,-79,"58","173"
0.367761207,"Normal",134,-46,"58","173"
0.477139302,"Normal",224,44,"58","173"
0.427444014,"Normal",180,0,"60","175"
0.307484699,"Normal",180,0,"60","175"
0.355340721,"Normal",180,0,"60","175"
0.409899705,"Normal",180,0,"60","175"
0.409899705,"Normal",180,0,"60","175"
0.355340721,"Normal",180,0,"60","175"
0.21511138,"Normal",180,0,"60","175"
0.257222865,"Normal",180,0,"60","175"
0.270810571,"Normal",45,-135,"61","176"
0.340501963,"Normal",90,-90,"61","176"
0.377405944,"Normal",135,-45,"61","176"
0.376486333,"Normal",180,0,"61","176"
0.455968607,"Normal",225,45,"61","176"
0.32180983,"Normal",270,90,"61","176"
0.362964577,"GFR",45,-135,"61","177"
0.611363814,"GFR",90,-90,"61","177"
0.762243586,"GFR",135,-45,"61","177"
0.83339013,"GFR",180,0,"61","177"
0.879795093,"GFR",225,45,"61","177"
0.853766617,"GFR",270,90,"61","177"
0.170106465,"PFR",50,-130,"62","178"
0.693147181,"PFR",100,-80,"62","178"
0.775734185,"PFR",150,-30,"62","178"
0.88535347,"PFR",200,20,"62","178"
0.419854031,"PFR",50,-130,"62","178"
0.780521004,"PFR",100,-80,"62","178"
1.038892257,"PFR",150,-30,"62","178"
1.092797374,"PFR",200,20,"62","178"
0.345919109,"Normal",140,-40,"63","179"
0.466595249,"Normal",140,-40,"63","179"
0.243940113,"Normal",90,-90,"63","180"
0.393094152,"Normal",180,0,"63","180"
0.192020308,"Normal",90,-90,"63","180"
0.250942377,"Normal",180,0,"63","180"
0.377029829,"Normal",90,-90,"63","180"
0.51228844,"Normal",180,0,"63","180"
0.132952245,"Normal",80,-100,"64","182"
0.146701053,"Normal",180,0,"64","182"
0.068563891,"Normal",80,-100,"64","182"
0.164687821,"Normal",180,0,"64","182"
0.034563028,"Normal",80,-100,"64","182"
0.153189863,"Normal",180,0,"64","182"
0.264826492,"Normal",80,-100,"64","182"
0.203496104,"Normal",180,0,"64","182"
0.204824566,"Normal",80,-100,"64","182"
0.216843365,"Normal",180,0,"64","182"
0.233086126,"Normal",80,-100,"64","182"
0.288554645,"Normal",180,0,"64","182"
0.236064255,"Normal",233,53,"65","183"
0.151671663,"Normal",210,30,"65","183"
1.640220815,"Normal",233,53,"65","184"
1.579781703,"Normal",210,30,"65","184"
0.029924435,"GFR",100,-80,"66","185"
0.411585739,"GFR",120,-60,"66","186"
0.543380815,"GFR",120,-60,"66","187"
0.354189956,"GFR",200,20,"66","188"
0.444683916,"GFR",60,-120,"67","190"
0.616986922,"GFR",120,-60,"67","190"
0.725938422,"GFR",180,0,"67","190"
0.776263641,"GFR",240,60,"67","190"
0.763912474,"GFR",300,120,"67","190"
0.40088907,"GFR",60,-120,"67","191"
0.553724872,"GFR",120,-60,"67","191"
0.644016487,"GFR",180,0,"67","191"
0.7657869,"GFR",240,60,"67","191"
0.746496379,"GFR",300,120,"67","191"
0.451550413,"GFR",60,-120,"67","192"
0.723153747,"GFR",120,-60,"67","192"
0.780406853,"GFR",180,0,"67","192"
0.886552473,"GFR",240,60,"67","192"
0.949073586,"GFR",300,120,"67","192"
0.233673917,"PFR",60,-120,"67","193"
0.475298301,"PFR",120,-60,"67","193"
0.566105386,"PFR",180,0,"67","193"
0.565527348,"PFR",240,60,"67","193"
0.473361339,"PFR",300,120,"67","193"
0.484393357,"GFR",60,-120,"67","194"
0.502089198,"GFR",120,-60,"67","194"
0.510823993,"GFR",180,0,"67","194"
0.569910985,"GFR",240,60,"67","194"
0.586173588,"GFR",300,120,"67","194"
0.292986593,"Normal",60,-120,"67","195"
0.453920338,"Normal",120,-60,"67","195"
0.500131416,"Normal",180,0,"67","195"
0.550455653,"Normal",240,60,"67","195"
0.519296554,"Normal",300,120,"67","195"
0.311459316,"Normal",85,-95,"68","196"
0.407836934,"Normal",170,-10,"68","196"
0.395914826,"Normal",250,70,"68","196"
0.139424357,"Normal",85,-95,"68","196"
0.160388638,"Normal",170,-10,"68","196"
0.136392038,"Normal",250,70,"68","196"
0.197844716,"Normal",85,-95,"68","196"
0.2580123,"Normal",170,-10,"68","196"
0.264133372,"Normal",250,70,"68","196"
0.380580216,"Normal",85,-95,"68","196"
0.440224482,"Normal",170,-10,"68","196"
0.401863159,"Normal",250,70,"68","196"
0.339729019,"Normal",85,-95,"68","196"
0.394556728,"Normal",170,-10,"68","196"
0.379629637,"Normal",250,70,"68","196"
0.280267176,"Normal",85,-95,"68","196"
0.333160905,"Normal",170,-10,"68","196"
0.286286198,"Normal",250,70,"68","196"
0.251568755,"Normal",85,-95,"68","197"
0.299341522,"Normal",170,-10,"68","197"
0.256007166,"Normal",250,70,"68","197"
0.184173704,"Normal",85,-95,"68","197"
0.16721024,"Normal",170,-10,"68","197"
0.123496977,"Normal",250,70,"68","197"
0.124352029,"Normal",85,-95,"68","197"
0.174522035,"Normal",170,-10,"68","197"
0.165585675,"Normal",250,70,"68","197"
0.310949623,"Normal",85,-95,"68","197"
0.416893974,"Normal",170,-10,"68","197"
0.472156282,"Normal",250,70,"68","197"
0.250910321,"Normal",85,-95,"68","197"
0.354001613,"Normal",170,-10,"68","197"
0.39161587,"Normal",250,70,"68","197"
0.244885818,"Normal",85,-95,"68","197"
0.261778826,"Normal",170,-10,"68","197"
0.290669827,"Normal",250,70,"68","197"
0.71709776,"Normal",85,-95,"68","198"
0.807937914,"Normal",170,-10,"68","198"
0.799593252,"Normal",250,70,"68","198"
0.40600605,"Normal",85,-95,"68","198"
0.465913086,"Normal",170,-10,"68","198"
0.510951098,"Normal",250,70,"68","198"
0.156198098,"Normal",85,-95,"68","198"
0.247505069,"Normal",170,-10,"68","198"
0.282938908,"Normal",250,70,"68","198"
0.291281356,"Normal",85,-95,"68","198"
0.516567474,"Normal",170,-10,"68","198"
0.583242296,"Normal",250,70,"68","198"
0.374743008,"Normal",85,-95,"68","198"
0.470190043,"Normal",170,-10,"68","198"
0.530403675,"Normal",250,70,"68","198"
0.327954362,"Normal",85,-95,"68","198"
0.393997646,"Normal",170,-10,"68","198"
0.447824907,"Normal",250,70,"68","198"
0.236388778,"PFR",225,45,"69","199"
0.360002734,"PFR",225,45,"69","199"
0.29951653,"PFR",360,180,"69","199"
0.441832752,"PFR",360,180,"69","199"
0.364643114,"GFR",225,45,"69","200"
0.494696242,"GFR",225,45,"69","200"
0.436427334,"GFR",360,180,"69","200"
0.573002869,"GFR",360,180,"69","200"
0.192504051,"PFR",30,-150,"70","201"
0.377561435,"PFR",60,-120,"70","201"
0.601875197,"PFR",90,-90,"70","201"
0.749096152,"PFR",120,-60,"70","201"
0.820687707,"PFR",150,-30,"70","201"
0.844388852,"PFR",180,0,"70","201"
0.822654628,"PFR",210,30,"70","201"
0.104180479,"PFR",30,-150,"70","201"
0.271178187,"PFR",60,-120,"70","201"
0.517795988,"PFR",90,-90,"70","201"
0.69497552,"PFR",120,-60,"70","201"
0.792368516,"PFR",150,-30,"70","201"
0.809528484,"PFR",180,0,"70","201"
0.809347472,"PFR",210,30,"70","201"
0.1123858,"Normal",30,-150,"70","202"
0.25668269,"Normal",60,-120,"70","202"
0.49806236,"Normal",90,-90,"70","202"
0.59667445,"Normal",120,-60,"70","202"
0.757033165,"Normal",150,-30,"70","202"
0.760537087,"Normal",180,0,"70","202"
0.698646016,"Normal",210,30,"70","202"
0.128447598,"Normal",30,-150,"70","202"
0.406383683,"Normal",60,-120,"70","202"
0.505929846,"Normal",90,-90,"70","202"
0.695311045,"Normal",120,-60,"70","202"
0.84165546,"Normal",150,-30,"70","202"
0.804828755,"Normal",180,0,"70","202"
0.762192565,"Normal",210,30,"70","202"
0.110852813,"PFR",210,30,"71","203"
0.138655653,"PFR",210,30,"71","203"
0.06927953,"PFR",126,-54,"71","203"
0.110852813,"PFR",168,-12,"71","203"
0.158267456,"PFR",210,30,"71","203"
0.077841574,"PFR",210,30,"71","203"
0.101391066,"PFR",210,30,"71","203"
0.044969358,"PFR",126,-54,"71","203"
0.111317357,"PFR",168,-12,"71","203"
0.173542316,"PFR",210,30,"71","203"
0.082805904,"GFR",100,-80,"72","205"
0.30196803,"GFR",200,20,"72","205"
0.291272741,"GFR",300,120,"72","205"
0.029675768,"GFR",100,-80,"72","206"
0.029675768,"GFR",300,120,"72","206"
0.278713402,"PFR",100,-80,"72","207"
0.30538165,"PFR",200,20,"72","207"
0.289466194,"PFR",300,120,"72","207"
0.123323216,"PFR",100,-80,"72","207"
0.171850257,"PFR",200,20,"72","207"
0.066489741,"PFR",300,120,"72","207"
0.441183191,"GFR",100,-80,"72","208"
0.597837001,"GFR",200,20,"72","208"
0.597837001,"GFR",300,120,"72","208"
0.345158502,"GFR",100,-80,"72","208"
0.36124464,"GFR",200,20,"72","208"
0.418107502,"GFR",300,120,"72","208"
0.128081788,"GFR",100,-80,"72","209"
0.241605614,"GFR",200,20,"72","209"
0.256133715,"GFR",300,120,"72","209"
0.137783702,"GFR",100,-80,"72","209"
0.157392174,"GFR",200,20,"72","209"
0.190808171,"GFR",300,120,"72","209"
0.563935449,"GFR",45,-135,"73","210"
1.416147324,"GFR",90,-90,"73","210"
1.114360646,"GFR",45,-135,"73","212"
1.223266007,"GFR",90,-90,"73","212"
1.36772474,"GFR",135,-45,"73","212"
1.491005315,"GFR",180,0,"73","212"
0.385841837,"GFR",45,-135,"73","213"
0.702631213,"GFR",90,-90,"73","213"
0.969980256,"GFR",135,-45,"73","213"
0.857654043,"GFR",180,0,"73","213"
0.4214017,"Normal",45,-135,"73","214"
0.774116243,"Normal",90,-90,"73","214"
1.068028865,"Normal",135,-45,"73","214"
0.866897977,"Normal",180,0,"73","214"
0.554715777,"Normal",225,45,"74","215"
0.40846704,"Normal",150,-30,"74","215"
0.467943527,"Normal",225,45,"74","215"
0.368770431,"Normal",150,-30,"74","215"
0.71650295,"PFR",225,45,"74","216"
0.535781394,"PFR",150,-30,"74","216"
0.525739132,"PFR",225,45,"74","216"
0.451165228,"PFR",150,-30,"74","216"
1.512063748,"GFR",100,-80,"75","217"
0.223143552,"Normal",67,-113,"76","218"
0.223143552,"Normal",134,-46,"76","218"
0.318453732,"Normal",269,89,"76","218"
0.263965546,"Normal",67,-113,"76","218"
0.271933715,"Normal",134,-46,"76","218"
0.387765531,"Normal",67,-113,"76","219"
0.53680111,"Normal",134,-46,"76","219"
0.589247586,"Normal",269,89,"76","219"
0.481451015,"Normal",67,-113,"76","219"
0.56710646,"Normal",134,-46,"76","219"
0.204483128,"Normal",67,-113,"76","220"
0.296050322,"Normal",134,-46,"76","220"
0.320742935,"Normal",269,89,"76","220"
0.169636397,"Normal",67,-113,"76","220"
0.283471539,"Normal",134,-46,"76","220"
0.552068582,"Normal",67,-113,"76","221"
0.736072226,"Normal",134,-46,"76","221"
0.760969777,"Normal",269,89,"76","221"
0.629777567,"Normal",67,-113,"76","221"
0.736072226,"Normal",134,-46,"76","221"
0.294239473,"Normal",67,-113,"76","222"
0.456758403,"Normal",134,-46,"76","222"
0.505548567,"Normal",269,89,"76","222"
0.360614542,"Normal",67,-113,"76","222"
0.448390153,"Normal",134,-46,"76","222"
0.116533816,"Normal",67,-113,"76","223"
0.273537566,"Normal",134,-46,"76","223"
0.290487124,"Normal",269,89,"76","223"
0.193494857,"Normal",67,-113,"76","223"
0.238751449,"Normal",134,-46,"76","223"
0.096014653,"Normal",67,-113,"76","224"
0.103032226,"Normal",134,-46,"76","224"
0.123794217,"Normal",269,89,"76","224"
0.123794217,"Normal",67,-113,"76","224"
0.116921338,"Normal",134,-46,"76","224"
0.113023388,"Normal",67,-113,"76","225"
0.193653122,"Normal",134,-46,"76","225"
0.221432686,"Normal",269,89,"76","225"
0.113023388,"Normal",67,-113,"76","225"
0.200670695,"Normal",134,-46,"76","225"
0.448390153,"Normal",67,-113,"76","226"
