lnRR,AEN,Env_Type,reference_ID,site_year_ID,continent,country,mean_c,sd_c,n_c,mean_t,sd_t,n_t,EDH35_total,EDH35_label,N_rate,N_rate_cluster,env_ID,Label_of_control_treatment,N_strategy,N_S,N_V,N_R,plant_density,plant_density_cluster,HY_strategy2,region_N_label
0.467943527,18.52444444,Normal,74,215,Asia,China,6.985,,3,11.153,,3,0.0,,225.0,200_300,2014_06_15_36.15_117.15,N0,SR,60.0,,40.0,8.3,High,,RN
0.71650295,34.07555556,PFR,74,216,Asia,China,7.321,,3,14.988,,3,0.87045,PFR_L,225.0,200_300,2015_06_15_36.15_117.15,N0,SR,60.0,,40.0,8.3,High,HYS2,RN
0.525739132,22.50666667,PFR,74,216,Asia,China,7.321,,3,12.385,,3,0.87045,PFR_L,225.0,200_300,2015_06_15_36.15_117.15,N0,SR,60.0,,40.0,8.3,High,HYS2,RN
0.07713544,4.040388889,PFR,77,246,Asia,China,9.06952,0.08556,3,9.79679,0.72731,3,11.36255,PFR_M,180.0,100_200,2015_06_11_34.43_113.57,N0,SR,50.0,,50.0,4.5,Low,,RN
0.074114056,4.516111111,PFR,77,246,Asia,China,10.5668,0.5562,3,11.3797,0.2567,3,11.36255,PFR_M,180.0,100_200,2015_06_11_34.43_113.57,N0,SR,50.0,,50.0,6.0,Conventional,FS2,RN
0.160778782,10.69555556,PFR,77,246,Asia,China,11.0374,0.1712,3,12.9626,0.5133,3,11.36255,PFR_M,180.0,100_200,2015_06_11_34.43_113.57,N0,SR,50.0,,50.0,7.5,High,HYS2,RN
0.356194967,21.15277778,PFR,77,246,Asia,China,8.8984,0.2139,3,12.7059,0.5561,3,11.36255,PFR_M,180.0,100_200,2015_06_11_34.43_113.57,N0,SR,50.0,,50.0,9.0,High,HYS2,RN
0.118341348,5.941777778,PFR,77,246,Asia,China,8.51337,0.55615,3,9.58289,0.38502,3,11.36255,PFR_M,180.0,100_200,2015_06_11_34.43_113.57,N0,SR,50.0,,50.0,4.5,Low,,RN
0.187788189,10.45777778,PFR,77,246,Asia,China,9.1123,0.42781,3,10.9947,0.2566,3,11.36255,PFR_M,180.0,100_200,2015_06_11_34.43_113.57,N0,SR,50.0,,50.0,6.0,Conventional,FS2,RN
0.127836849,7.843333333,PFR,77,246,Asia,China,10.3529,0.3423,3,11.7647,0.3423,3,11.36255,PFR_M,180.0,100_200,2015_06_11_34.43_113.57,N0,SR,50.0,,50.0,7.5,High,HYS2,RN
0.146008111,8.556166667,PFR,77,246,Asia,China,9.79679,0.25671,3,11.3369,0.0856,3,11.36255,PFR_M,180.0,100_200,2015_06_11_34.43_113.57,N0,SR,50.0,,50.0,9.0,High,HYS2,RN
0.189196502,9.2785,PFR,77,247,Asia,China,8.01874,0.08589,3,9.68887,0.17167,3,23.50972,PFR_M,180.0,100_200,2016_06_11_34.43_113.57,N0,SR,50.0,,50.0,4.5,Low,,RN
0.252463238,14.76105556,PFR,77,247,Asia,China,9.25161,0.17149,3,11.9086,0.1287,3,23.50972,PFR_M,180.0,100_200,2016_06_11_34.43_113.57,N0,SR,50.0,,50.0,6.0,Conventional,FS2,RN
0.323314259,19.04922222,PFR,77,247,Asia,China,8.98314,0.17159,3,12.412,0.1715,3,23.50972,PFR_M,180.0,100_200,2016_06_11_34.43_113.57,N0,SR,50.0,,50.0,7.5,High,HYS2,RN
0.349292431,20.24072222,PFR,77,247,Asia,China,8.71477,0.08579,3,12.3581,0.1287,3,23.50972,PFR_M,180.0,100_200,2016_06_11_34.43_113.57,N0,SR,50.0,,50.0,9.0,High,HYS2,RN
0.146214025,6.896444444,PFR,77,247,Asia,China,7.88446,0.08579,3,9.12582,0.04289,3,23.50972,PFR_M,180.0,100_200,2016_06_11_34.43_113.57,N0,SR,50.0,,50.0,4.5,Low,,RN
0.08656675,5.226666667,PFR,77,247,Asia,China,10.4043,0.1287,3,11.3451,0.1287,3,23.50972,PFR_M,180.0,100_200,2016_06_11_34.43_113.57,N0,SR,50.0,,50.0,6.0,Conventional,FS2,RN
0.158880674,10.23,PFR,77,247,Asia,China,10.6935,0.0858,3,12.5349,0.1287,3,23.50972,PFR_M,180.0,100_200,2016_06_11_34.43_113.57,N0,SR,50.0,,50.0,7.5,High,HYS2,RN
0.080108427,4.989444444,PFR,77,247,Asia,China,10.768,0.0858,3,11.6661,0.1287,3,23.50972,PFR_M,180.0,100_200,2016_06_11_34.43_113.57,N0,SR,50.0,,50.0,9.0,High,HYS2,RN
0.162954754,6.766666667,GFR,80,250,Asia,China,8.029,,3,9.45,,3,9.59513,GFR_L,210.0,200_300,2018_05_05_44.66_123.59,N0,S,100.0,,,7.0,High,HYS1,RN
0.287931138,12.75714286,GFR,80,250,Asia,China,8.029,,3,10.708,,3,9.59513,GFR_L,210.0,200_300,2018_05_05_44.66_123.59,N0,SVR,50.0,50.0,50.0,7.0,High,HYS2,RN
0.343069292,15.64761905,GFR,80,250,Asia,China,8.029,,3,11.315,,3,9.59513,GFR_L,210.0,200_300,2018_05_05_44.66_123.59,N0,SVR,30.0,50.0,20.0,7.0,High,HYS2,RN
0.387071377,18.07142857,GFR,80,250,Asia,China,8.029,,3,11.824,,3,9.59513,GFR_L,210.0,200_300,2018_05_05_44.66_123.59,N0,SVR,20.0,30.0,50.0,7.0,High,HYS2,RN
0.337752487,15.36190476,GFR,80,250,Asia,China,8.029,,3,11.255,,3,9.59513,GFR_L,210.0,200_300,2018_05_05_44.66_123.59,N0,SVR,10.0,20.0,70.0,7.0,High,HYS2,RN
0.363593826,14.76666667,PFR,80,251,Asia,China,7.072,,3,10.173,,3,5.62271,PFR_L,210.0,200_300,2019_05_08_44.66_123.59,N0,S,100.0,,,7.0,High,HYS1,RN
0.475626226,20.50952381,PFR,80,251,Asia,China,7.072,,3,11.379,,3,5.62271,PFR_L,210.0,200_300,2019_05_08_44.66_123.59,N0,SV,50.0,50.0,,7.0,High,,RN
0.523499495,23.16666667,PFR,80,251,Asia,China,7.072,,3,11.937,,3,5.62271,PFR_L,210.0,200_300,2019_05_08_44.66_123.59,N0,SVR,30.0,50.0,20.0,7.0,High,HYS2,RN
0.561795053,25.38571429,PFR,80,251,Asia,China,7.072,,3,12.403,,3,5.62271,PFR_L,210.0,200_300,2019_05_08_44.66_123.59,N0,SVR,20.0,30.0,50.0,7.0,High,HYS2,RN
0.505153459,22.13333333,PFR,80,251,Asia,China,7.072,,3,11.72,,3,5.62271,PFR_L,210.0,200_300,2019_05_08_44.66_123.59,N0,SVR,10.0,20.0,70.0,7.0,High,HYS2,RN
0.59046271,20.5,PFR,80,252,Asia,China,5.349,,3,9.654,,3,1.22471,PFR_L,210.0,200_300,2020_05_06_44.66_123.59,N0,S,100.0,,,7.0,High,HYS1,RN
0.740610004,27.94761905,PFR,80,252,Asia,China,5.349,,3,11.218,,3,1.22471,PFR_L,210.0,200_300,2020_05_06_44.66_123.59,N0,SV,50.0,50.0,,7.0,High,,RN
0.793306307,30.83809524,PFR,80,252,Asia,China,5.349,,3,11.825,,3,1.22471,PFR_L,210.0,200_300,2020_05_06_44.66_123.59,N0,SVR,30.0,50.0,20.0,7.0,High,HYS2,RN
0.826246156,32.72380952,PFR,80,252,Asia,China,5.349,,3,12.221,,3,1.22471,PFR_L,210.0,200_300,2020_05_06_44.66_123.59,N0,SVR,20.0,30.0,50.0,7.0,High,HYS2,RN
0.780197505,30.1047619,PFR,80,252,Asia,China,5.349,,3,11.671,,3,1.22471,PFR_L,210.0,200_300,2020_05_06_44.66_123.59,N0,SVR,10.0,20.0,70.0,7.0,High,HYS2,RN
0.499691176,16.59632705,Normal,82,255,North America,USA,5.171852903,,3,8.524310968,,3,0.0,,202.0,200_300,2000_04_27_40.65__105,N0,S,100.0,,,8.4,High,,RN
0.716723607,25.42822101,PFR,82,257,North America,USA,4.902583226,,3,10.03908387,,3,0.74542,PFR_L,202.0,200_300,2002_04_24_40.65__105,N0,S,100.0,,,9.6,High,HYS1,RN
0.806505679,23.60012096,PFR,82,258,North America,USA,4.263018065,,3,9.549445161,,3,6.57061,PFR_L,224.0,200_300,2003_04_28_40.65__105,N0,S,90.0,,,8.4,High,HYS1,RN
0.99622024,28.7843145,Normal,82,259,North America,USA,3.774932903,,3,10.22261935,,3,0.0,,224.0,200_300,2004_04_27_40.65__105,N0,S,90.0,,,8.4,High,,RN
0.696348017,23.80608112,Normal,82,260,North America,USA,4.778190968,,3,9.587019355,,3,0.0,,202.0,200_300,2000_04_27_40.65__105,N0,S,100.0,,,8.4,High,,RN
0.674206492,27.13500478,PFR,82,262,North America,USA,5.694974194,,3,11.17624516,,3,0.74542,PFR_L,202.0,200_300,2002_04_24_40.65__105,N0,S,100.0,,,8.4,High,HYS1,RN
0.531803758,19.5076613,PFR,82,263,North America,USA,6.224670968,,3,10.5943871,,3,6.57061,PFR_L,224.0,200_300,2003_04_28_40.65__105,N0,S,100.0,,,8.4,High,HYS1,RN
0.669454847,24.14677419,Normal,82,264,North America,USA,5.674606452,,3,11.08348387,,3,0.0,,224.0,200_300,2004_04_27_40.65__105,N0,S,100.0,,,8.4,High,,RN
0.470304426,24.7029703,PFR,83,265,North America,USA,8.31,,5,13.3,,5,7.00856,PFR_L,202.0,200_300,2016_04_13_40.02__92.19,N0,S,100.0,,,9.3,High,HYS1,RN
0.439767703,22.72277228,PFR,83,265,North America,USA,8.31,,5,12.9,,5,7.00856,PFR_L,202.0,200_300,2016_04_13_40.02__92.19,N0,S,100.0,,,9.3,High,HYS1,RN
0.40104299,20.2970297,PFR,83,265,North America,USA,8.31,,5,12.41,,5,7.00856,PFR_L,202.0,200_300,2016_04_13_40.02__92.19,N0,S,100.0,,,9.3,High,HYS1,RN
0.306457769,14.75247525,PFR,83,265,North America,USA,8.31,,5,11.29,,5,7.00856,PFR_L,202.0,200_300,2016_04_13_40.02__92.19,N0,S,100.0,,,9.3,High,HYS1,RN
0.459148883,27.72277228,GFR,83,266,North America,USA,9.61,,5,15.21,,5,9.9826,GFR_L,202.0,200_300,2017_04_21_40.02__92.19,N0,S,100.0,,,8.4,High,HYS1,RN
0.479325292,29.25742574,GFR,83,266,North America,USA,9.61,,5,15.52,,5,9.9826,GFR_L,202.0,200_300,2017_04_21_40.02__92.19,N0,S,100.0,,,8.4,High,HYS1,RN
0.398154371,23.26732673,GFR,83,266,North America,USA,9.61,,5,14.31,,5,9.9826,GFR_L,202.0,200_300,2017_04_21_40.02__92.19,N0,S,100.0,,,8.4,High,HYS1,RN
0.433847933,25.84158416,GFR,83,266,North America,USA,9.61,,5,14.83,,5,9.9826,GFR_L,202.0,200_300,2017_04_21_40.02__92.19,N0,S,100.0,,,8.4,High,HYS1,RN
0.213539253,10.00952381,Normal,84,267,Asia,China,8.83,,3,10.932,,3,0.0,,210.0,200_300,2014_06_15_36.17_117.07,N0,SR,50.0,,50.0,6.75,High,,RN
0.260638702,14.86666667,Normal,84,267,Asia,China,10.485,,3,13.607,,3,0.0,,210.0,200_300,2014_06_15_36.17_117.07,N0,SR,50.0,,50.0,6.75,High,,RN
0.161721243,7.495238095,PFR,84,268,Asia,China,8.967,,3,10.541,,3,3.70445,PFR_L,210.0,200_300,2015_06_15_36.17_117.07,N0,SR,50.0,,50.0,6.75,High,HYS2,RN
0.273601644,14.79047619,PFR,84,268,Asia,China,9.87,,3,12.976,,3,3.70445,PFR_L,210.0,200_300,2015_06_15_36.17_117.07,N0,SR,50.0,,50.0,6.75,High,HYS2,RN
0.061243625,3.571428571,Normal,87,273,Asia,China,9.5,,3,10.1,,3,0.0,,168.0,100_200,2009_05_05_43.34_124.01,N0,SV,33.0,67.0,,6.5,High,,RN
0.064538521,3.571428571,Normal,87,274,Asia,China,9.0,,3,9.6,,3,0.0,,168.0,100_200,2009_05_05_43.25_124.49,N0,SV,33.0,67.0,,6.5,High,,RN
0.356674944,17.85714286,PFR,87,275,Asia,China,7.0,,3,10.0,,3,4.41367,PFR_L,168.0,100_200,2010_05_08_43.34_124.01,N0,SV,33.0,67.0,,6.5,High,,RN
0.108480643,6.547619048,PFR,87,276,Asia,China,9.6,,3,10.7,,3,4.60559,PFR_L,168.0,100_200,2010_05_08_43.25_124.49,N0,SV,33.0,67.0,,6.5,High,,RN
0.883190783,36.30952381,PFR,87,277,Asia,China,4.3,,3,10.4,,3,4.41367,PFR_L,168.0,100_200,2010_05_08_43.36_124.08,N0,SV,33.0,67.0,,6.5,High,,RN
0.680877088,23.80952381,Normal,87,278,Asia,China,4.1,,3,8.1,,3,0.0,,168.0,100_200,2011_05_05_43.34_124.01,N0,SV,33.0,67.0,,6.5,High,,RN
0.579202921,30.35714286,Normal,87,279,Asia,China,6.5,,3,11.6,,3,0.0,,168.0,100_200,2011_05_05_43.25_124.49,N0,SV,33.0,67.0,,6.5,High,,RN
0.405465108,16.07142857,Normal,87,280,Asia,China,5.4,,3,8.1,,3,0.0,,168.0,100_200,2011_05_05_43.36_124.08,N0,SV,33.0,67.0,,6.5,High,,RN
0.390197636,28.0,GFR,88,281,Asia,China,8.8,,3,13.0,,3,23.47024,GFR_M,150.0,100_200,2007_04_15_38.62_102.67,N0,SR,50.0,,50.0,8.0,High,,RN
0.38247559,18.22222222,GFR,88,281,Asia,China,8.8,,3,12.9,,3,23.47024,GFR_M,225.0,200_300,2007_04_15_38.62_102.67,N0,SR,50.0,,50.0,8.0,High,,RN
0.114750256,3.240223464,PFR,90,297,North America,USA,4.77,,3,5.35,,3,0.7852,PFR_L,179.0,100_200,2008_05_06_37.99__86.44,N0,V,,100.0,,6.9,Conventional,,RN
0.370623333,11.95530726,PFR,90,297,North America,USA,4.77,,3,6.91,,3,0.7852,PFR_L,179.0,100_200,2008_05_06_37.99__86.44,N0,S,100.0,,,6.9,Conventional,FS1,RN
0.18859117,5.530726257,PFR,90,297,North America,USA,4.77,,3,5.76,,3,0.7852,PFR_L,179.0,100_200,2008_05_06_37.99__86.44,N0,S,100.0,,,6.9,Conventional,FS1,RN
0.289253165,8.938547486,PFR,90,297,North America,USA,4.77,,3,6.37,,3,0.7852,PFR_L,179.0,100_200,2008_05_06_37.99__86.44,N0,S,100.0,,,6.9,Conventional,FS1,RN
0.257334916,15.08379888,Normal,91,298,North America,USA,9.2,,4,11.9,,4,0.0,,179.0,100_200,2014_05_24_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.248896047,11.60714286,Normal,91,298,North America,USA,9.2,,4,11.8,,4,0.0,,224.0,200_300,2014_05_24_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.357837059,20.67039106,Normal,91,298,North America,USA,8.6,,4,12.3,,4,0.0,,179.0,100_200,2014_05_24_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.281851152,12.5,Normal,91,298,North America,USA,8.6,,4,11.4,,4,0.0,,224.0,200_300,2014_05_24_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.323128821,20.67039106,Normal,91,299,North America,USA,9.7,,4,13.4,,4,0.0,,179.0,100_200,2015_05_04_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.292823472,14.73214286,Normal,91,299,North America,USA,9.7,,4,13.0,,4,0.0,,224.0,200_300,2015_05_04_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.3305638,21.22905028,Normal,91,299,North America,USA,9.7,,4,13.5,,4,0.0,,179.0,100_200,2015_05_04_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.587786665,31.2849162,Normal,91,299,North America,USA,7.0,,4,12.6,,4,0.0,,179.0,100_200,2015_05_04_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.641853886,28.125,Normal,91,299,North America,USA,7.0,,4,13.3,,4,0.0,,224.0,200_300,2015_05_04_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.626702081,34.07821229,Normal,91,299,North America,USA,7.0,,4,13.1,,4,0.0,,179.0,100_200,2015_05_04_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.3305638,21.22905028,Normal,91,300,North America,USA,9.7,,4,13.5,,4,0.0,,179.0,100_200,2016_05_16_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.359762955,18.75,Normal,91,300,North America,USA,9.7,,4,13.9,,4,0.0,,224.0,200_300,2016_05_16_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.308090944,19.55307263,Normal,91,300,North America,USA,9.7,,4,13.2,,4,0.0,,179.0,100_200,2016_05_16_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.339354083,22.34636872,Normal,91,300,North America,USA,9.9,,4,13.9,,4,0.0,,179.0,100_200,2016_05_16_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.360707207,19.19642857,Normal,91,300,North America,USA,9.9,,4,14.2,,4,0.0,,224.0,200_300,2016_05_16_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.360707207,24.02234637,Normal,91,300,North America,USA,9.9,,4,14.2,,4,0.0,,179.0,100_200,2016_05_16_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.442644111,27.37430168,Normal,91,301,North America,USA,8.8,,4,13.7,,4,0.0,,179.0,100_200,2017_05_12_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.427937964,20.98214286,Normal,91,301,North America,USA,8.8,,4,13.5,,4,0.0,,224.0,200_300,2017_05_12_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.442644111,27.37430168,Normal,91,301,North America,USA,8.8,,4,13.7,,4,0.0,,179.0,100_200,2017_05_12_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.471423076,23.66071429,Normal,91,301,North America,USA,8.8,,4,14.1,,4,0.0,,224.0,200_300,2017_05_12_43.85__93.73,N0,SV,20.0,80.0,,8.5,High,,RN
0.628608659,31.2849162,Normal,91,301,North America,USA,6.4,,4,12.0,,4,0.0,,179.0,100_200,2017_05_12_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.738956717,31.25,Normal,91,301,North America,USA,6.4,,4,13.4,,4,0.0,,224.0,200_300,2017_05_12_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.669430654,34.07821229,Normal,91,301,North America,USA,6.4,,4,12.5,,4,0.0,,179.0,100_200,2017_05_12_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.77559085,33.48214286,Normal,91,301,North America,USA,6.4,,4,13.9,,4,0.0,,224.0,200_300,2017_05_12_43.85__93.73,N0,SV,20.0,80.0,,8.5,High,,RN
0.658779537,38.54748603,PFR,91,302,North America,USA,7.4,,4,14.3,,4,1.08602,PFR_L,179.0,100_200,2018_05_17_43.85__93.73,N0,S,100.0,,,8.5,High,HYS1,RN
0.699881213,33.48214286,PFR,91,302,North America,USA,7.4,,4,14.9,,4,1.08602,PFR_L,224.0,200_300,2018_05_17_43.85__93.73,N0,S,100.0,,,8.5,High,HYS1,RN
0.651761964,37.98882682,PFR,91,302,North America,USA,7.4,,4,14.2,,4,1.08602,PFR_L,179.0,100_200,2018_05_17_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.658779537,30.80357143,PFR,91,302,North America,USA,7.4,,4,14.3,,4,1.08602,PFR_L,224.0,200_300,2018_05_17_43.85__93.73,N0,SV,20.0,80.0,,8.5,High,,RN
0.644357016,31.84357542,PFR,91,302,North America,USA,6.3,,4,12.0,,4,1.08602,PFR_L,179.0,100_200,2018_05_17_43.85__93.73,N0,S,100.0,,,8.5,High,HYS1,RN
0.708895538,29.01785714,PFR,91,302,North America,USA,6.3,,4,12.8,,4,1.08602,PFR_L,224.0,200_300,2018_05_17_43.85__93.73,N0,S,100.0,,,8.5,High,HYS1,RN
0.724399724,37.4301676,PFR,91,302,North America,USA,6.3,,4,13.0,,4,1.08602,PFR_L,179.0,100_200,2018_05_17_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.739667196,30.80357143,PFR,91,302,North America,USA,6.3,,4,13.2,,4,1.08602,PFR_L,224.0,200_300,2018_05_17_43.85__93.73,N0,SV,20.0,80.0,,8.5,High,,RN
0.523855124,23.46368715,Normal,91,303,North America,USA,6.1,,4,10.3,,4,0.0,,179.0,100_200,2019_05_16_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.56195497,20.53571429,Normal,91,303,North America,USA,6.1,,4,10.7,,4,0.0,,224.0,200_300,2019_05_16_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.709407701,35.19553073,Normal,91,303,North America,USA,6.1,,4,12.4,,4,0.0,,179.0,100_200,2019_05_16_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.7411564,29.91071429,Normal,91,303,North America,USA,6.1,,4,12.8,,4,0.0,,224.0,200_300,2019_05_16_43.85__93.73,N0,SV,20.0,80.0,,8.5,High,,RN
0.540567593,21.22905028,Normal,91,303,North America,USA,5.3,,4,9.1,,4,0.0,,179.0,100_200,2019_05_16_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.841892442,31.25,Normal,91,303,North America,USA,5.3,,4,12.3,,4,0.0,,224.0,200_300,2019_05_16_43.85__93.73,N0,S,100.0,,,8.5,High,,RN
0.849989652,39.66480447,Normal,91,303,North America,USA,5.3,,4,12.4,,4,0.0,,179.0,100_200,2019_05_16_43.85__93.73,N0,SV,25.0,75.0,,8.5,High,,RN
0.757095905,26.78571429,Normal,91,303,North America,USA,5.3,,4,11.3,,4,0.0,,224.0,200_300,2019_05_16_43.85__93.73,N0,SV,20.0,80.0,,8.5,High,,RN
0.94875277,43.61333333,Normal,92,304,Asia,China,4.134,,3,10.676,,3,0.0,,150.0,100_200,2019_06_12_34.33_108.07,N0,SV,60.0,40.0,,10.5,High,,RN
0.913868837,27.44888889,Normal,92,304,Asia,China,4.134,,3,10.31,,3,0.0,,225.0,200_300,2019_06_12_34.33_108.07,N0,SV,60.0,24.0,,10.5,High,,RN
0.702036128,38.0,Normal,92,304,Asia,China,5.6,,3,11.3,,3,0.0,,150.0,100_200,2019_06_12_34.33_108.07,N0,SV,60.0,40.0,,7.5,High,,RN
0.528525201,17.33333333,Normal,92,304,Asia,China,5.6,,3,9.5,,3,0.0,,225.0,200_300,2019_06_12_34.33_108.07,N0,SV,60.0,24.0,,7.5,High,,RN
0.900786545,21.11111111,GFR,94,307,North America,USA,2.426666667,,5,5.973333333,,5,32.36876,GFR_M,168.0,100_200,2011_05_03_40.02__92.18,N0,S,100.0,,,7.62,High,HYS1,RN
1.203972804,31.11111111,GFR,94,307,North America,USA,2.24,,5,7.466666667,,5,32.36876,GFR_M,168.0,100_200,2011_05_03_40.02__92.18,N0,V,,100.0,,7.62,High,,RN
0.518793794,9.444444446,GFR,94,308,North America,USA,2.333333333,,5,3.92,,5,207.04266,GFR_H,168.0,100_200,2012_03_19_40.02__92.18,N0,S,100.0,,,7.92,High,HYS1,RN
0.553385238,9.44444444,GFR,94,308,North America,USA,2.146666667,,5,3.733333333,,5,207.04266,GFR_H,168.0,100_200,2012_03_19_40.02__92.18,N0,V,,100.0,,7.92,High,,RN
0.428995605,16.66666667,GFR,94,309,North America,USA,5.226666667,,5,8.026666667,,5,25.50733,GFR_M,168.0,100_200,2013_04_26_40.02__92.18,N0,S,100.0,,,8.27,High,HYS1,RN
0.440556428,17.22222222,GFR,94,309,North America,USA,5.226666667,,5,8.12,,5,25.50733,GFR_M,168.0,100_200,2013_04_26_40.02__92.18,N0,V,,100.0,,8.27,High,,RN
0.875468737,35.0,Normal,94,310,North America,USA,4.2,,5,10.08,,5,0.0,,168.0,100_200,2015_04_18_40.02__92.18,N0,S,100.0,,,8.27,High,,RN
0.887303195,33.33333333,Normal,94,310,North America,USA,3.92,,5,9.52,,5,0.0,,168.0,100_200,2015_04_18_40.02__92.18,N0,V,,100.0,,8.27,High,,RN
0.138916435,7.215686275,Normal,95,311,Asia,China,9.26,,3,10.64,,3,0.0,,191.25,100_200,2017_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,,RN
0.183940117,9.777777778,Normal,95,311,Asia,China,9.26,,3,11.13,,3,0.0,,191.25,100_200,2017_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,,RN
0.244934629,13.4379085,Normal,95,311,Asia,China,9.26,,3,11.83,,3,0.0,,191.25,100_200,2017_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,,RN
0.12185441,6.274509804,Normal,95,311,Asia,China,9.26,,3,10.46,,3,0.0,,191.25,100_200,2017_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,,RN
0.220981388,10.17777778,Normal,95,311,Asia,China,9.26,,3,11.55,,3,0.0,,225.0,200_300,2017_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,,RN
0.249993662,11.68888889,Normal,95,311,Asia,China,9.26,,3,11.89,,3,0.0,,225.0,200_300,2017_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,,RN
0.307992765,14.84444444,Normal,95,311,Asia,China,9.26,,3,12.6,,3,0.0,,225.0,200_300,2017_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,,RN
0.238999894,11.11111111,Normal,95,311,Asia,China,9.26,,3,11.76,,3,0.0,,225.0,200_300,2017_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,,RN
0.2135741,10.19607843,PFR,95,312,Asia,China,8.19,,3,10.14,,3,15.5956,PFR_M,191.25,100_200,2018_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,HYS1,RN
0.244644561,11.86928105,PFR,95,312,Asia,China,8.19,,3,10.46,,3,15.5956,PFR_M,191.25,100_200,2018_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,HYS1,RN
0.314784002,15.84313725,PFR,95,312,Asia,China,8.19,,3,11.22,,3,15.5956,PFR_M,191.25,100_200,2018_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,HYS1,RN
0.252263645,12.2875817,PFR,95,312,Asia,China,8.19,,3,10.54,,3,15.5956,PFR_M,191.25,100_200,2018_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,HYS1,RN
0.263584521,10.97777778,PFR,95,312,Asia,China,8.19,,3,10.66,,3,15.5956,PFR_M,225.0,200_300,2018_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,HYS1,RN
0.297704935,12.62222222,PFR,95,312,Asia,China,8.19,,3,11.03,,3,15.5956,PFR_M,225.0,200_300,2018_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,HYS1,RN
0.366879114,16.13333333,PFR,95,312,Asia,China,8.19,,3,11.82,,3,15.5956,PFR_M,225.0,200_300,2018_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,HYS1,RN
0.298611143,12.66666667,PFR,95,312,Asia,China,8.19,,3,11.04,,3,15.5956,PFR_M,225.0,200_300,2018_06_15_35.97_116.97,N0,S,100.0,,,6.75,High,HYS1,RN
0.058655781,1.935714286,Normal,96,313,Asia,China,4.486,,3,4.757,,3,0.0,,140.0,100_200,2007_04_25_36.03_104.42,N0,SV,66.0,34.0,,4.3,Low,,RN
0.465374127,18.1,Normal,96,314,Asia,China,4.276,,3,6.81,,3,0.0,,140.0,100_200,2008_04_25_36.03_104.42,N0,SV,66.0,34.0,,4.3,Low,,RN
0.667167653,22.06428571,Normal,96,315,Asia,China,3.256,,3,6.345,,3,0.0,,140.0,100_200,2009_04_25_36.03_104.42,N0,SV,66.0,34.0,,4.3,Low,,RN
0.268098545,9.371428571,GFR,96,316,Asia,China,4.267,,3,5.579,,3,0.66258,GFR_L,140.0,100_200,2010_04_25_36.03_104.42,N0,SV,66.0,34.0,,4.3,Low,,RN
0.442827777,12.51304348,Normal,97,317,Asia,China,5.166,,3,8.044,,3,0.0,,230.0,200_300,2010_06_15_34.29_108.07,N0,SVR,33.0,33.0,34.0,5.5,Low,,RN
