env_ID,lat,lon,sowing_date,harvest_date,Duration,R1_date
2016_05_07_40.8_123.55,40.8,123.55,2016/5/7,2016/9/28,144,2016/8/15
2016_05_07_40.8_123.55,40.8,123.55,2016/5/7,2016/9/28,144,2016/8/15
2017_05_11_40.8_123.55,40.8,123.55,2017/5/11,2017/9/24,136,2017/8/19
2017_05_11_40.8_123.55,40.8,123.55,2017/5/11,2017/9/24,136,2017/8/19
2006_10_13__37.7__58.4,-37.7,-58.4,2006/10/13,2007/2/18,,2007/1/1
2006_10_11__35.1__60.2,-35.1,-60.2,2006/10/11,2007/2/16,,2006/12/30
2007_09_24__35.3__60.5,-35.3,-60.5,2007/9/24,2008/1/30,,2007/12/13
2013_10_17__34__61.8,-34,-61.8,2013/10/17,2014/2/22,,2014/1/5
2014_09_20__35.6__61.1,-35.6,-61.1,2014/9/20,2015/1/26,,2014/12/9
2011_04_27_47.55_21.45,47.55,21.45,2011/4/27,2011/10/6,162,
2011_04_27_47.55_21.45,47.55,21.45,2011/4/27,2011/10/6,162,
2011_04_27_47.55_21.45,47.55,21.45,2011/4/27,2011/10/6,162,
2011_04_27_47.55_21.45,47.55,21.45,2011/4/27,2011/10/6,162,
2011_04_27_47.55_21.45,47.55,21.45,2011/4/27,2011/10/6,162,
2012_04_27_47.55_21.45,47.55,21.45,2012/4/27,2012/10/6,162,
2012_04_27_47.55_21.45,47.55,21.45,2012/4/27,2012/10/6,162,
2012_04_27_47.55_21.45,47.55,21.45,2012/4/27,2012/10/6,162,
2012_04_27_47.55_21.45,47.55,21.45,2012/4/27,2012/10/6,162,
2012_04_27_47.55_21.45,47.55,21.45,2012/4/27,2012/10/6,162,
2013_04_27_47.55_21.45,47.55,21.45,2013/4/27,2013/10/6,162,
2013_04_27_47.55_21.45,47.55,21.45,2013/4/27,2013/10/6,162,
2013_04_27_47.55_21.45,47.55,21.45,2013/4/27,2013/10/6,162,
2013_04_27_47.55_21.45,47.55,21.45,2013/4/27,2013/10/6,162,
2013_04_27_47.55_21.45,47.55,21.45,2013/4/27,2013/10/6,162,
2014_04_27_47.55_21.45,47.55,21.45,2014/4/27,2014/10/6,162,
2014_04_27_47.55_21.45,47.55,21.45,2014/4/27,2014/10/6,162,
2014_04_27_47.55_21.45,47.55,21.45,2014/4/27,2014/10/6,162,
2014_04_27_47.55_21.45,47.55,21.45,2014/4/27,2014/10/6,162,
2014_04_27_47.55_21.45,47.55,21.45,2014/4/27,2014/10/6,162,
2015_04_27_47.55_21.45,47.55,21.45,2015/4/27,2015/10/6,162,
2015_04_27_47.55_21.45,47.55,21.45,2015/4/27,2015/10/6,162,
2015_04_27_47.55_21.45,47.55,21.45,2015/4/27,2015/10/6,162,
2015_04_27_47.55_21.45,47.55,21.45,2015/4/27,2015/10/6,162,
2015_04_27_47.55_21.45,47.55,21.45,2015/4/27,2015/10/6,162,
2016_04_27_47.55_21.45,47.55,21.45,2016/4/27,2016/10/6,162,
2016_04_27_47.55_21.45,47.55,21.45,2016/4/27,2016/10/6,162,
2016_04_27_47.55_21.45,47.55,21.45,2016/4/27,2016/10/6,162,
2016_04_27_47.55_21.45,47.55,21.45,2016/4/27,2016/10/6,162,
2016_04_27_47.55_21.45,47.55,21.45,2016/4/27,2016/10/6,162,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2002_05_06_42.94__92.57,42.94,-92.57,2002/5/6,2002/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2003_05_06_42.94__92.57,42.94,-92.57,2003/5/6,2003/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2004_05_06_42.94__92.57,42.94,-92.57,2004/5/6,2004/10/5,,
2012_06_16_35.19_113.8,35.19,113.8,2012/6/16,2012/10/8,114,2012/8/8
2012_06_16_35.19_113.8,35.19,113.8,2012/6/16,2012/10/8,114,2012/8/8
2012_06_16_35.19_113.8,35.19,113.8,2012/6/16,2012/10/8,114,2012/8/8
2012_06_16_35.19_113.8,35.19,113.8,2012/6/16,2012/10/8,114,2012/8/8
2013_06_12_35.19_113.8,35.19,113.8,2013/6/12,2013/10/5,115,2013/8/4
2013_06_12_35.19_113.8,35.19,113.8,2013/6/12,2013/10/5,115,2013/8/4
2013_06_12_35.19_113.8,35.19,113.8,2013/6/12,2013/10/5,115,2013/8/4
2013_06_12_35.19_113.8,35.19,113.8,2013/6/12,2013/10/5,115,2013/8/4
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2007_05_20_33.86_73.74,33.86,73.74,2007/5/20,2007/9/2,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2008_05_24_33.86_73.74,33.86,73.74,2008/5/24,2008/9/6,,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2019_06_15_36.65_117.02,36.65,117.02,2019/6/15,2019/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2020_06_15_36.65_117.02,36.65,117.02,2020/6/15,2020/10/3,110,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2012_04_05_41.72_0.43,41.72,0.43,2012/4/5,2012/9/23,,
2012_04_05_41.72_0.43,41.72,0.43,2012/4/5,2012/9/23,,
2010_04_05_41.72_0.43,41.72,0.43,2010/4/5,2010/9/23,,
2010_04_05_41.72_0.43,41.72,0.43,2010/4/5,2010/9/23,,
2010_04_05_41.72_0.43,41.72,0.43,2010/4/5,2010/9/23,,
2010_04_05_41.72_0.43,41.72,0.43,2010/4/5,2010/9/23,,
2010_04_05_41.72_0.43,41.72,0.43,2010/4/5,2010/9/23,,
2010_04_05_41.72_0.43,41.72,0.43,2010/4/5,2010/9/23,,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2011_04_05_41.72_0.43,41.72,0.43,2011/4/5,2011/9/23,,
2012_04_05_41.72_0.43,41.72,0.43,2012/4/5,2012/9/23,,
2012_04_05_41.72_0.43,41.72,0.43,2012/4/5,2012/9/23,,
2012_04_05_41.72_0.43,41.72,0.43,2012/4/5,2012/9/23,,
2012_04_05_41.72_0.43,41.72,0.43,2012/4/5,2012/9/23,,
2012_04_05_41.72_0.43,41.72,0.43,2012/4/5,2012/9/23,,
2012_04_05_41.72_0.43,41.72,0.43,2012/4/5,2012/9/23,,
1997_07_05_13.15_1.12,13.15,1.12,1997/7/5,1997/10/23,,
1997_07_05_13.15_1.12,13.15,1.12,1997/7/5,1997/10/23,,
1997_07_05_13.92_5.25,13.92,5.25,1997/7/5,1997/10/23,,
1997_07_05_13.92_5.25,13.92,5.25,1997/7/5,1997/10/23,,
1997_07_05_13.92_5.25,13.92,5.25,1997/7/5,1997/10/23,,
1997_07_05_13.92_5.25,13.92,5.25,1997/7/5,1997/10/23,,
1998_07_05_13.15_1.12,13.15,1.12,1998/7/5,1998/10/23,,
1998_07_05_13.15_1.12,13.15,1.12,1998/7/5,1998/10/23,,
1998_07_05_13.15_1.12,13.15,1.12,1998/7/5,1998/10/23,,
1998_07_05_13.15_1.12,13.15,1.12,1998/7/5,1998/10/23,,
1998_07_05_13.92_5.25,13.92,5.25,1998/7/5,1998/10/23,,
1998_07_05_13.92_5.25,13.92,5.25,1998/7/5,1998/10/23,,
1998_07_05_13.92_5.25,13.92,5.25,1998/7/5,1998/10/23,,
1998_07_05_13.92_5.25,13.92,5.25,1998/7/5,1998/10/23,,
1998_07_05_10.63_3.75,10.63,3.75,1998/7/5,1998/10/23,,
1998_07_05_10.63_3.75,10.63,3.75,1998/7/5,1998/10/23,,
1998_07_05_10.63_3.75,10.63,3.75,1998/7/5,1998/10/23,,
1998_07_05_10.63_3.75,10.63,3.75,1998/7/5,1998/10/23,,
2014_06_15_36.15_117.15,36.15,117.15,2014/6/15,2014/10/3,110,2014/8/28
2014_06_15_36.15_117.15,36.15,117.15,2014/6/15,2014/10/3,110,2014/8/28
2014_06_15_36.15_117.15,36.15,117.15,2014/6/15,2014/10/3,110,2014/8/28
2014_06_15_36.15_117.15,36.15,117.15,2014/6/15,2014/10/3,110,2014/8/28
2015_06_15_36.15_117.15,36.15,117.15,2015/6/15,2015/10/3,110,2015/8/28
2015_06_15_36.15_117.15,36.15,117.15,2015/6/15,2015/10/3,110,2015/8/28
2015_06_15_36.15_117.15,36.15,117.15,2015/6/15,2015/10/3,110,2015/8/28
2015_06_15_36.15_117.15,36.15,117.15,2015/6/15,2015/10/3,110,2015/8/28
2000_01_06_14.07_100.62,14.07,100.62,2000/1/6,2000/4/10,,2000/2/29
2004_04_28_43.12__93.32,43.12,-93.32,2004/4/28,2004/9/27,,2004/7/13
2004_04_28_43.12__93.32,43.12,-93.32,2004/4/28,2004/9/27,,2004/7/13
2004_04_28_43.12__93.32,43.12,-93.32,2004/4/28,2004/9/27,,2004/7/13
2004_04_28_43.12__93.32,43.12,-93.32,2004/4/28,2004/9/27,,2004/7/13
2004_04_28_43.12__93.32,43.12,-93.32,2004/4/28,2004/9/27,,2004/7/13
2004_04_17_41.68__93.98,41.68,-93.98,2004/4/17,2004/9/16,,2004/7/8
2004_04_17_41.68__93.98,41.68,-93.98,2004/4/17,2004/9/16,,2004/7/8
2004_04_17_41.68__93.98,41.68,-93.98,2004/4/17,2004/9/16,,2004/7/8
2004_04_17_41.68__93.98,41.68,-93.98,2004/4/17,2004/9/16,,2004/7/8
2004_04_17_41.68__93.98,41.68,-93.98,2004/4/17,2004/9/16,,2004/7/8
2004_04_28_43.29__94.19,43.29,-94.19,2004/4/28,2004/9/27,,2004/7/23
2004_04_28_43.29__94.19,43.29,-94.19,2004/4/28,2004/9/27,,2004/7/23
2004_04_28_43.29__94.19,43.29,-94.19,2004/4/28,2004/9/27,,2004/7/23
2004_04_28_43.29__94.19,43.29,-94.19,2004/4/28,2004/9/27,,2004/7/23
2004_04_28_43.29__94.19,43.29,-94.19,2004/4/28,2004/9/27,,2004/7/23
2004_05_03_42.02__92.89,42.02,-92.89,2004/5/3,2004/10/2,,2004/7/30
2004_05_03_42.02__92.89,42.02,-92.89,2004/5/3,2004/10/2,,2004/7/30
2004_05_03_42.02__92.89,42.02,-92.89,2004/5/3,2004/10/2,,2004/7/30
2004_05_03_42.02__92.89,42.02,-92.89,2004/5/3,2004/10/2,,2004/7/30
2004_05_03_42.02__92.89,42.02,-92.89,2004/5/3,2004/10/2,,2004/7/30
2004_04_27_43.12__95.67,43.12,-95.67,2004/4/27,2004/9/26,,2004/7/27
2004_04_27_43.12__95.67,43.12,-95.67,2004/4/27,2004/9/26,,2004/7/27
2004_04_27_43.12__95.67,43.12,-95.67,2004/4/27,2004/9/26,,2004/7/27
2004_04_27_43.12__95.67,43.12,-95.67,2004/4/27,2004/9/26,,2004/7/27
2004_04_27_43.12__95.67,43.12,-95.67,2004/4/27,2004/9/26,,2004/7/27
2004_05_05_43.06__94.62,43.06,-94.62,2004/5/5,2004/10/4,,2004/7/23
2004_05_05_43.06__94.62,43.06,-94.62,2004/5/5,2004/10/4,,2004/7/23
2004_05_05_43.06__94.62,43.06,-94.62,2004/5/5,2004/10/4,,2004/7/23
2004_05_05_43.06__94.62,43.06,-94.62,2004/5/5,2004/10/4,,2004/7/23
2004_05_05_43.06__94.62,43.06,-94.62,2004/5/5,2004/10/4,,2004/7/23
2004_04_22_41.52__95.45,41.52,-95.45,2004/4/22,2004/9/21,,2004/7/22
2004_04_22_41.52__95.45,41.52,-95.45,2004/4/22,2004/9/21,,2004/7/22
2004_04_22_41.52__95.45,41.52,-95.45,2004/4/22,2004/9/21,,2004/7/22
2004_04_22_41.52__95.45,41.52,-95.45,2004/4/22,2004/9/21,,2004/7/22
2004_04_22_41.52__95.45,41.52,-95.45,2004/4/22,2004/9/21,,2004/7/22
2004_04_27_41.51__95.45,41.51,-95.45,2004/4/27,2004/9/26,,2004/7/22
2004_04_27_41.51__95.45,41.51,-95.45,2004/4/27,2004/9/26,,2004/7/22
2004_04_27_41.51__95.45,41.51,-95.45,2004/4/27,2004/9/26,,2004/7/22
2004_04_27_41.51__95.45,41.51,-95.45,2004/4/27,2004/9/26,,2004/7/22
2004_04_27_41.51__95.45,41.51,-95.45,2004/4/27,2004/9/26,,2004/7/22
2004_04_28_40.98__92.39,40.98,-92.39,2004/4/28,2004/9/27,,2004/7/5
2004_04_28_40.98__92.39,40.98,-92.39,2004/4/28,2004/9/27,,2004/7/5
2004_04_28_40.98__92.39,40.98,-92.39,2004/4/28,2004/9/27,,2004/7/5
2004_04_28_40.98__92.39,40.98,-92.39,2004/4/28,2004/9/27,,2004/7/5
2004_04_28_40.98__92.39,40.98,-92.39,2004/4/28,2004/9/27,,2004/7/5
2005_04_18_42.07__93.87,42.07,-93.87,2005/4/18,2005/9/17,,2005/7/14
2005_04_18_42.07__93.87,42.07,-93.87,2005/4/18,2005/9/17,,2005/7/14
2005_04_18_42.07__93.87,42.07,-93.87,2005/4/18,2005/9/17,,2005/7/14
2005_04_18_42.07__93.87,42.07,-93.87,2005/4/18,2005/9/17,,2005/7/14
2005_04_18_42.07__93.87,42.07,-93.87,2005/4/18,2005/9/17,,2005/7/14
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_15_41.68__93.98,41.68,-93.98,2005/4/15,2005/9/14,,2005/7/16
2005_04_28_40.67__91.52,40.67,-91.52,2005/4/28,2005/9/27,,2005/7/19
2005_04_28_40.67__91.52,40.67,-91.52,2005/4/28,2005/9/27,,2005/7/19
2005_04_28_40.67__91.52,40.67,-91.52,2005/4/28,2005/9/27,,2005/7/19
2005_04_28_40.67__91.52,40.67,-91.52,2005/4/28,2005/9/27,,2005/7/19
2005_04_28_40.67__91.52,40.67,-91.52,2005/4/28,2005/9/27,,2005/7/19
2005_04_18_42.89__92.8,42.89,-92.8,2005/4/18,2005/9/17,,2005/7/15
2005_04_18_42.89__92.8,42.89,-92.8,2005/4/18,2005/9/17,,2005/7/15
2005_04_18_42.89__92.8,42.89,-92.8,2005/4/18,2005/9/17,,2005/7/15
2005_04_18_42.37__92.78,42.37,-92.78,2005/4/18,2005/9/17,,2005/7/15
2005_04_18_42.37__92.78,42.37,-92.78,2005/4/18,2005/9/17,,2005/7/15
2005_04_18_42.37__92.78,42.37,-92.78,2005/4/18,2005/9/17,,2005/7/15
2005_04_18_42.37__92.78,42.37,-92.78,2005/4/18,2005/9/17,,2005/7/15
2005_04_18_42.37__92.78,42.37,-92.78,2005/4/18,2005/9/17,,2005/7/15
2005_04_15_41.68__94.51,41.68,-94.51,2005/4/15,2005/9/14,,2005/7/14
2005_04_15_41.68__94.51,41.68,-94.51,2005/4/15,2005/9/14,,2005/7/14
2005_04_15_41.68__94.51,41.68,-94.51,2005/4/15,2005/9/14,,2005/7/14
2005_04_15_41.68__94.51,41.68,-94.51,2005/4/15,2005/9/14,,2005/7/14
2005_04_15_41.68__94.51,41.68,-94.51,2005/4/15,2005/9/14,,2005/7/14
2005_05_02_42.02__92.89,42.02,-92.89,2005/5/2,2005/10/1,,2005/7/25
2005_05_02_42.02__92.89,42.02,-92.89,2005/5/2,2005/10/1,,2005/7/25
2005_05_02_42.02__92.89,42.02,-92.89,2005/5/2,2005/10/1,,2005/7/25
2005_05_02_42.02__92.89,42.02,-92.89,2005/5/2,2005/10/1,,2005/7/25
2005_05_02_42.02__92.89,42.02,-92.89,2005/5/2,2005/10/1,,2005/7/25
2005_04_30_42.02__96.03,42.02,-96.03,2005/4/30,2005/9/29,,2005/7/18
2005_04_30_42.02__96.03,42.02,-96.03,2005/4/30,2005/9/29,,2005/7/18
2005_04_30_42.02__96.03,42.02,-96.03,2005/4/30,2005/9/29,,2005/7/18
2005_04_30_42.02__96.03,42.02,-96.03,2005/4/30,2005/9/29,,2005/7/18
2005_04_30_42.02__96.03,42.02,-96.03,2005/4/30,2005/9/29,,2005/7/18
2005_05_03_40.71__95.17,40.71,-95.17,2005/5/3,2005/10/2,,2005/7/20
2005_05_03_40.71__95.17,40.71,-95.17,2005/5/3,2005/10/2,,2005/7/20
2005_05_03_40.71__95.17,40.71,-95.17,2005/5/3,2005/10/2,,2005/7/20
2005_05_03_40.71__95.17,40.71,-95.17,2005/5/3,2005/10/2,,2005/7/20
2005_05_03_40.71__95.17,40.71,-95.17,2005/5/3,2005/10/2,,2005/7/20
2005_04_28_41.52__95.45,41.52,-95.45,2005/4/28,2005/9/27,,2005/7/15
2005_04_28_41.52__95.45,41.52,-95.45,2005/4/28,2005/9/27,,2005/7/15
2005_04_28_41.52__95.45,41.52,-95.45,2005/4/28,2005/9/27,,2005/7/15
2005_04_28_41.52__95.45,41.52,-95.45,2005/4/28,2005/9/27,,2005/7/15
2005_04_28_41.52__95.45,41.52,-95.45,2005/4/28,2005/9/27,,2005/7/15
2005_04_27_41.51__95.45,41.51,-95.45,2005/4/27,2005/9/26,,2005/7/16
2005_04_27_41.51__95.45,41.51,-95.45,2005/4/27,2005/9/26,,2005/7/16
2005_04_27_41.51__95.45,41.51,-95.45,2005/4/27,2005/9/26,,2005/7/16
2005_04_27_41.51__95.45,41.51,-95.45,2005/4/27,2005/9/26,,2005/7/16
2005_04_27_41.51__95.45,41.51,-95.45,2005/4/27,2005/9/26,,2005/7/16
2005_04_18_41.44__92.17,41.44,-92.17,2005/4/18,2005/9/17,,2005/7/11
2005_04_18_41.44__92.17,41.44,-92.17,2005/4/18,2005/9/17,,2005/7/11
2005_04_18_41.44__92.17,41.44,-92.17,2005/4/18,2005/9/17,,2005/7/11
2005_04_18_41.44__92.17,41.44,-92.17,2005/4/18,2005/9/17,,2005/7/11
2006_04_27_41.68__93.98,41.68,-93.98,2006/4/27,2006/9/26,,2006/7/11
2006_04_27_41.68__93.98,41.68,-93.98,2006/4/27,2006/9/26,,2006/7/11
2006_04_27_41.68__93.98,41.68,-93.98,2006/4/27,2006/9/26,,2006/7/11
2006_04_27_41.68__93.98,41.68,-93.98,2006/4/27,2006/9/26,,2006/7/11
2006_04_27_41.68__93.98,41.68,-93.98,2006/4/27,2006/9/26,,2006/7/11
2006_04_24_41.68__93.09,41.68,-93.09,2006/4/24,2006/9/23,,2006/7/11
2006_04_24_41.68__93.09,41.68,-93.09,2006/4/24,2006/9/23,,2006/7/11
2006_04_24_41.68__93.09,41.68,-93.09,2006/4/24,2006/9/23,,2006/7/11
2006_04_24_41.68__93.09,41.68,-93.09,2006/4/24,2006/9/23,,2006/7/11
2006_04_24_41.68__93.09,41.68,-93.09,2006/4/24,2006/9/23,,2006/7/11
2006_04_24_42.02__92.89,42.02,-92.89,2006/4/24,2006/9/23,,2006/7/11
2006_04_24_42.02__92.89,42.02,-92.89,2006/4/24,2006/9/23,,2006/7/17
2006_04_24_42.02__92.89,42.02,-92.89,2006/4/24,2006/9/23,,2006/7/17
2006_04_24_42.02__92.89,42.02,-92.89,2006/4/24,2006/9/23,,2006/7/17
2006_04_24_42.02__92.89,42.02,-92.89,2006/4/24,2006/9/23,,2006/7/17
2006_04_21_42.02__96.03,42.02,-96.03,2006/4/21,2006/9/20,,2006/7/18
2006_04_21_42.02__96.03,42.02,-96.03,2006/4/21,2006/9/20,,2006/7/18
2006_04_21_42.02__96.03,42.02,-96.03,2006/4/21,2006/9/20,,2006/7/18
2006_04_22_42.02__96.03,42.02,-96.03,2006/4/22,2006/9/21,,2006/7/18
2006_04_22_42.02__96.03,42.02,-96.03,2006/4/22,2006/9/21,,2006/7/18
2006_04_22_42.02__96.03,42.02,-96.03,2006/4/22,2006/9/21,,2006/7/18
